word_id,word_order,canonical_spelling,variants_json,entry_kind,source_roles,source_count,first_source_entry_id,homograph_sources
cet4-w-151b43178be467da99ba,1007,coin,[],word,headword,1,cet2016-p043-r35-c1,0
cet4-w-c5a2f5de5ea1a4e18de8,1008,coinage,[],word,listed_related,1,cet2016-p043-r35-c2,0
cet4-w-644d27d1d7b3a340f1fa,1009,cold,[],word,headword,1,cet2016-p043-r37-c1,0
cet4-w-fb15d76ce51e0fb4d6c4,1010,collaborate,[],word,headword,1,cet2016-p043-r38-c1,0
cet4-w-d7fcc4b2a6e665cbc29c,1011,collaboration,[],word,listed_related,1,cet2016-p043-r38-c2,0
cet4-w-e85769d3c4c8554ea7ad,1012,collaborative,[],word,listed_related,1,cet2016-p043-r38-c3,0
cet4-w-d2ec91efec43841e42b5,1013,collapse,[],word,headword,1,cet2016-p043-r39-c1,0
cet4-w-582fdc2b430d00fd69f8,1014,collar,[],word,headword,1,cet2016-p043-r40-c1,0
cet4-w-fbde4557c49d9ed74404,1015,colleague,[],word,headword,1,cet2016-p043-r41-c1,0
cet4-w-7fc24c55dbf04a7d0c5b,1016,collect,[],word,headword,1,cet2016-p043-r42-c1,0
cet4-w-b25bebbcc11b890043c7,1017,collection,[],word,listed_related,1,cet2016-p043-r42-c2,0
cet4-w-8a0895dc86295e5edde7,1018,collective,[],word,headword,1,cet2016-p044-r01-c1,0
cet4-w-a92cfb2129d70069e327,1019,college,[],word,headword,1,cet2016-p044-r02-c1,0
cet4-w-e2e92549339b588635bd,1020,colon,[],word,headword,1,cet2016-p044-r04-c1,0
cet4-w-b248e2866932ddd609aa,1021,colonial,[],word,listed_related,1,cet2016-p044-r06-c2,0
cet4-w-79880777bba93bcdf163,1022,colonialism,[],word,listed_related,1,cet2016-p044-r06-c3,0
cet4-w-23b4c733c6de6fdca995,1023,colonize,"[""colonise""]",word,listed_related,1,cet2016-p044-r06-c4,0
cet4-w-d5b09a22db030ea994c4,1024,colony,[],word,headword,1,cet2016-p044-r06-c1,0
cet4-w-ddf68ca6cd54aa5da878,1025,color,"[""colour""]",word,headword,1,cet2016-p044-r07-c1,0
cet4-w-29b1cf9d6e1ebb88cc3b,1026,colorful,"[""colourful""]",word,listed_related,1,cet2016-p044-r07-c2,0
cet4-w-aa98b9ac382e253f2f87,1027,column,[],word,headword,1,cet2016-p044-r08-c1,0
cet4-w-dbe0d486a36e5dae51f6,1028,columnist,[],word,listed_related,1,cet2016-p044-r08-c2,0
cet4-w-2ca822cb0435351bab99,1029,comb,[],word,headword,1,cet2016-p044-r09-c1,0
cet4-w-6c50935f729833b83f28,1030,combat,[],word,headword,1,cet2016-p044-r10-c1,0
cet4-w-78b4348e9770cb00a180,1031,combative,[],word,listed_related,1,cet2016-p044-r10-c2,0
cet4-w-533e0e66843aa9b2fb59,1032,combination,[],word,listed_related,1,cet2016-p044-r11-c2,0
cet4-w-31fa36966c4c4e0beee5,1033,combine,[],word,headword,1,cet2016-p044-r11-c1,0
cet4-w-d2721d81d6029c46469a,1034,come,[],word,headword,1,cet2016-p044-r12-c1,0
cet4-w-4624051671e9a4df7ddf,1035,comedy,[],word,headword,1,cet2016-p044-r13-c1,0
cet4-w-7629d782a5f7ebea3814,1036,comfort,[],word,headword,1,cet2016-p044-r15-c1,0
cet4-w-47f2f064b5a7b879e45c,1037,comfortable,[],word,listed_related,1,cet2016-p044-r15-c2,0
cet4-w-e8115c55e016e59917b8,1038,comma,[],word,headword,1,cet2016-p044-r17-c1,0
cet4-w-c3b7a9e68ba1b1a2c57a,1039,command,[],word,headword,1,cet2016-p044-r18-c1,0
cet4-w-8c4f7b3feb6d56bfd745,1040,commander,[],word,listed_related,1,cet2016-p044-r18-c2,0
cet4-w-ea82a98a7a6b6ba96aa6,1041,commence,[],word,headword,1,cet2016-p044-r20-c1,0
cet4-w-03ebed875c932743971b,1042,commencement,[],word,listed_related,1,cet2016-p044-r20-c2,0
cet4-w-f4ca56177b24339c54a8,1043,comment,[],word,headword,1,cet2016-p044-r22-c1,0
cet4-w-cc4098f20b675b9eadd7,1044,commentary,[],word,listed_related,1,cet2016-p044-r22-c2,0
cet4-w-30edeb411c6c9fa20e1d,1045,commentator,[],word,listed_related,1,cet2016-p044-r22-c3,0
cet4-w-992b96a0d9b1847db9e6,1046,commerce,[],word,headword,1,cet2016-p044-r23-c1,0
cet4-w-fe5af48c4b2e1ef7f804,1047,commercial,[],word,listed_related,1,cet2016-p044-r23-c2,0
cet4-w-d47163164a928cf5700a,1048,commercialize,"[""commercialise""]",word,listed_related,1,cet2016-p044-r23-c3,0
cet4-w-b4c986393a5a82516002,1049,commission,[],word,headword,1,cet2016-p044-r24-c1,0
cet4-w-d6860652ff28b72a5f11,1050,commit,[],word,headword,1,cet2016-p044-r25-c1,0
cet4-w-343f38ffb2eb6b8b4f36,1051,commitment,[],word,listed_related,1,cet2016-p044-r25-c2,0
cet4-w-eeda8a3754d43d868a04,1052,committee,[],word,headword,1,cet2016-p044-r26-c1,0
cet4-w-b42f66bd83d6cd3c4bcf,1053,commodity,[],word,headword,1,cet2016-p044-r27-c1,0
cet4-w-cd15579636baabd4c224,1054,common,[],word,headword,1,cet2016-p044-r28-c1,0
cet4-w-736622d80e88f645eea0,1055,commonplace,[],word,headword,1,cet2016-p044-r29-c1,0
cet4-w-f0ed66681b7ed5671e09,1056,commune,[],word,headword,1,cet2016-p044-r32-c1,0
cet4-w-df062b6484f85e5b055b,1057,communicate,[],word,headword,1,cet2016-p044-r31-c1,0
cet4-w-bef72891cf02b6936435,1058,communication,[],word,listed_related,1,cet2016-p044-r31-c2,0
cet4-w-d2d1dcff1324ca71e764,1059,communicative,[],word,listed_related,1,cet2016-p044-r31-c3,0
cet4-w-da6cdea0805dccf68be5,1060,communism,[],word,listed_related,1,cet2016-p044-r32-c3,0
cet4-w-40b1da07a1e5a1914444,1061,communist,[],word,listed_related,1,cet2016-p044-r32-c2,0
cet4-w-db11af5169a5137a6c5e,1062,community,[],word,headword,1,cet2016-p044-r33-c1,0
cet4-w-f8f690f309100bcbefca,1063,commute,[],word,headword,1,cet2016-p044-r34-c1,0
cet4-w-3eed37d812672285445b,1064,commuter,[],word,listed_related,1,cet2016-p044-r34-c2,0
cet4-w-3a0cd647d980a0dd24f5,1065,compact,[],word,headword,1,cet2016-p044-r35-c1,0
cet4-w-2da024a6aebe2166c6e2,1066,companion,[],word,headword,1,cet2016-p044-r36-c1,0
cet4-w-55bba39ae77560e26ba8,1067,companionship,[],word,listed_related,1,cet2016-p044-r36-c2,0
cet4-w-d3645c4b1a6d4019cf0d,1068,company,[],word,headword,1,cet2016-p044-r37-c1,0
cet4-w-9839925814444e6bdb88,1069,comparable,[],word,listed_related,1,cet2016-p044-r38-c4,0
cet4-w-39c1a691f80b0c78fd6c,1070,comparative,[],word,listed_related,1,cet2016-p044-r38-c3,0
cet4-w-e6867606f02db815b508,1071,compare,[],word,headword,1,cet2016-p044-r38-c1,0
cet4-w-42dd0b84322a7227a615,1072,comparison,[],word,listed_related,1,cet2016-p044-r38-c2,0
cet4-w-935ad1753faf23c903fb,1073,compass,[],word,headword,1,cet2016-p044-r40-c1,0
cet4-w-39ca7b81efc5878f46b8,1074,compatibility,[],word,listed_related,1,cet2016-p044-r42-c2,0
cet4-w-88868eeb2d09d11c14a2,1075,compatible,[],word,headword,1,cet2016-p044-r42-c1,0
cet4-w-ade508857f9a8948aac6,1076,compel,[],word,headword,1,cet2016-p045-r01-c1,0
cet4-w-6af5dd75fda7b45e411d,1077,compelling,[],word,listed_related,1,cet2016-p045-r01-c2,0
cet4-w-c96ffb065c08c3464b5d,1078,compensate,[],word,headword,1,cet2016-p045-r02-c1,0
cet4-w-9319f31bfe108bea7cdc,1079,compensation,[],word,listed_related,1,cet2016-p045-r02-c2,0
cet4-w-6924697bc85f1d8deec3,1080,compensatory,[],word,listed_related,1,cet2016-p045-r02-c3,0
cet4-w-1657b980078b1352c535,1081,compete,[],word,headword,1,cet2016-p045-r03-c1,0
cet4-w-01baa1f2f4f7bf9d640e,1082,competence,[],word,listed_related,1,cet2016-p045-r04-c2,0
cet4-w-7808bf0ca9b8b7cfaef7,1083,competent,[],word,headword,1,cet2016-p045-r04-c1,0
cet4-w-a970d28326e883ea7205,1084,competition,[],word,listed_related,1,cet2016-p045-r03-c2,0
cet4-w-080f6a5c8d19cef500e2,1085,competitive,[],word,listed_related,1,cet2016-p045-r03-c3,0
cet4-w-92f0b5c582731f9b1ef9,1086,competitor,[],word,listed_related,1,cet2016-p045-r03-c4,0
cet4-w-318de8726a99f5ca3660,1087,complain,[],word,headword,1,cet2016-p045-r07-c1,0
cet4-w-64c8f88d5363730b8730,1088,complaint,[],word,listed_related,1,cet2016-p045-r07-c2,0
cet4-w-64ce44f216c408b07d47,1089,complete,[],word,headword,1,cet2016-p045-r09-c1,0
cet4-w-8f3b57d5384ae0ed3f84,1090,completion,[],word,listed_related,1,cet2016-p045-r09-c2,0
cet4-w-95ac2fbb1d60e88dec84,1091,complex,[],word,headword,1,cet2016-p045-r10-c1,0
cet4-w-01a27715b0518577003e,1092,complexity,[],word,listed_related,1,cet2016-p045-r10-c2,0
cet4-w-70848edd08ae9b2ba28f,1093,compliance,[],word,listed_related,1,cet2016-p045-r14-c2,0
cet4-w-b12e4e28152334225bc6,1094,complicate,[],word,headword,1,cet2016-p045-r12-c1,0
cet4-w-0cbc0408862c10bc3a25,1095,complicated,[],word,listed_related,1,cet2016-p045-r12-c2,0
cet4-w-2230d07a9ed67355a418,1096,complication,[],word,listed_related,1,cet2016-p045-r12-c3,0
cet4-w-6079c31130b64c57f95b,1097,comply,[],word,headword,1,cet2016-p045-r14-c1,0
cet4-w-6dec3aa1dbfab3d6b27d,1098,component,[],word,headword,1,cet2016-p045-r15-c1,0
cet4-w-03c9e0a7fe5436084018,1099,compose,[],word,headword,1,cet2016-p045-r16-c1,0
cet4-w-edae39f8b3f4fe990285,1100,composer,[],word,listed_related,1,cet2016-p045-r16-c3,0
cet4-w-51e03ca41a023ef54117,1101,composition,[],word,listed_related,1,cet2016-p045-r16-c2,0
cet4-w-816d91459516e705577d,1102,compound,[],word,headword,2,cet2016-p045-r18-c1,2
cet4-w-044f0becb4d9e3f89ec0,1103,comprehend,[],word,headword,1,cet2016-p045-r20-c1,0
cet4-w-b37f030c245e45e7c74c,1104,comprehension,[],word,listed_related,1,cet2016-p045-r20-c2,0
cet4-w-6392b7a64632c986bb9c,1105,comprehensive,[],word,headword,1,cet2016-p045-r21-c1,0
cet4-w-64090add3915a26f4336,1106,comprise,[],word,headword,1,cet2016-p045-r23-c1,0
cet4-w-341dd596b181aee5883d,1107,compromise,[],word,headword,1,cet2016-p045-r24-c1,0
cet4-w-fcb7303f73d5f95553d9,1108,compulsory,[],word,headword,1,cet2016-p045-r25-c1,0
cet4-w-5f5d36dad3506e17356a,1109,computation,[],word,listed_related,1,cet2016-p045-r26-c4,0
cet4-w-7d22e3cfb092df96a8bc,1110,compute,[],word,headword,1,cet2016-p045-r26-c1,0
cet4-w-316008c7e207affc55b6,1111,computer,[],word,listed_related,1,cet2016-p045-r26-c2,0
cet4-w-b9b3ec69e847d274aba7,1112,computerize,"[""computerise""]",word,listed_related,1,cet2016-p045-r26-c3,0
cet4-w-ae6d531b9d642bb29b6f,1113,comrade,[],word,headword,1,cet2016-p045-r27-c1,0
cet4-w-1d196f0e5ab308738079,1114,conceal,[],word,headword,1,cet2016-p045-r28-c1,0
cet4-w-0a9a579e56af0ee48a8d,1115,concealment,[],word,listed_related,1,cet2016-p045-r28-c2,0
cet4-w-a9ba33f71a2f24e77036,1116,concentrate,[],word,headword,1,cet2016-p045-r32-c1,0
cet4-w-b17dae8ff9410a29f40d,1117,concentration,[],word,listed_related,1,cet2016-p045-r32-c2,0
cet4-w-689fdc605568a9e9b8a9,1118,concept,[],word,headword,1,cet2016-p045-r33-c1,0
cet4-w-6f556adcb97e22b3209e,1119,conceptual,[],word,listed_related,1,cet2016-p045-r33-c2,0
cet4-w-49548c3f63084ea45115,1120,concern,[],word,headword,1,cet2016-p045-r34-c1,0
cet4-w-10276a9700d2a00b8427,1121,concerned,[],word,listed_related,1,cet2016-p045-r34-c2,0
cet4-w-7fade0b6e4380dd2c13b,1122,concerning,[],word,listed_related,1,cet2016-p045-r34-c3,0
cet4-w-4d96746bbd7be68f35fd,1123,concert,[],word,headword,1,cet2016-p045-r35-c1,0
cet4-w-ce455b4d519ff04b1316,1124,concerted,[],word,listed_related,1,cet2016-p045-r35-c2,0
cet4-w-27c2c4a792b5c12e4553,1125,conclude,[],word,headword,1,cet2016-p045-r37-c1,0
cet4-w-8c624d928b7d364d82b5,1126,conclusion,[],word,listed_related,1,cet2016-p045-r37-c2,0
cet4-w-8eb8e9598e3e9400e744,1127,conclusive,[],word,listed_related,1,cet2016-p045-r37-c3,0
cet4-w-4a16258064aac8caea1b,1128,concrete,[],word,headword,1,cet2016-p045-r38-c1,0
cet4-w-1c2ceba50fcb160bba1b,1129,condemn,[],word,headword,1,cet2016-p045-r40-c1,0
cet4-w-73e7d8ecb45aecd54a62,1130,condemnation,[],word,listed_related,1,cet2016-p045-r40-c2,0
cet4-w-86db7c5056ba52b0d9ff,1131,condensation,[],word,listed_related,1,cet2016-p045-r41-c2,0
cet4-w-2222a5e65be4b3a2d2c4,1132,condense,[],word,headword,1,cet2016-p045-r41-c1,0
cet4-w-d6bd5c8f7d059ee5ec8c,1133,condition,[],word,headword,1,cet2016-p045-r42-c1,0
cet4-w-07eb5ab461a801c115f0,1134,conditional,[],word,listed_related,1,cet2016-p045-r42-c2,0
cet4-w-a3aa41c1c3959741545a,1135,conditioner,[],word,listed_related,1,cet2016-p045-r42-c3,0
cet4-w-9e927f863dd6836cb55a,1136,conduct,[],word,headword,1,cet2016-p046-r03-c1,0
cet4-w-e61aca5f4fada61c0a69,1137,conductor,[],word,listed_related,1,cet2016-p046-r03-c2,0
cet4-w-7cb7e9d11db30527ed88,1138,conference,[],word,headword,1,cet2016-p046-r06-c1,0
cet4-w-438dde35e7695d11523d,1139,confess,[],word,headword,1,cet2016-p046-r07-c1,0
cet4-w-865d201dcb1344ff700c,1140,confession,[],word,listed_related,1,cet2016-p046-r07-c2,0
cet4-w-22ee6ab04dfa239283e9,1141,confidence,[],word,headword,1,cet2016-p046-r09-c1,0
cet4-w-60d66b91fbbdd59771a5,1142,confident,[],word,listed_related,1,cet2016-p046-r09-c2,0
cet4-w-40ac99cb550652a4153a,1143,confidential,[],word,listed_related,1,cet2016-p046-r09-c3,0
cet4-w-a1382da203947e760b2c,1144,confine,[],word,headword,1,cet2016-p046-r11-c1,0
cet4-w-741d933c9b6f8ec25d9f,1145,confinement,[],word,listed_related,1,cet2016-p046-r11-c2,0
cet4-w-38a124d83f31622696e0,1146,confirm,[],word,headword,1,cet2016-p046-r12-c1,0
cet4-w-77a4fa663d3e8b99c6d9,1147,confirmation,[],word,listed_related,1,cet2016-p046-r12-c2,0
cet4-w-28114c2e13caf109c1d8,1148,conflict,[],word,headword,1,cet2016-p046-r13-c1,0
cet4-w-7cc391219810cf0b035e,1149,conform,[],word,headword,1,cet2016-p046-r14-c1,0
cet4-w-0e3d72b0b43b95f132cc,1150,conformity,[],word,listed_related,1,cet2016-p046-r14-c2,0
cet4-w-7bd165895cd90f00bff3,1151,confront,[],word,headword,1,cet2016-p046-r15-c1,0
cet4-w-baf9b835e901a2a7fb83,1152,confrontation,[],word,listed_related,1,cet2016-p046-r15-c2,0
cet4-w-8e02082f52604f9caa07,1153,Confucian,[],word,headword,1,cet2016-p046-r16-c1,0
cet4-w-ccff81da2b637425fccd,1154,Confucianism,[],word,listed_related,1,cet2016-p046-r16-c2,0
cet4-w-1f2699fea99123d572b8,1155,confuse,[],word,headword,1,cet2016-p046-r17-c1,0
cet4-w-0d5e7c251332728e496b,1156,confusion,[],word,listed_related,1,cet2016-p046-r17-c2,0
cet4-w-60c2797f74413d0b043a,1157,congratulate,[],word,headword,1,cet2016-p046-r18-c1,0
cet4-w-9b35ab95995c2070c7ff,1158,congratulation,[],word,listed_related,1,cet2016-p046-r18-c2,0
cet4-w-d30599d5f0059fb49103,1159,congratulatory,[],word,listed_related,1,cet2016-p046-r18-c3,0
cet4-w-20e6df501c857e157a2a,1160,congress,[],word,headword,1,cet2016-p046-r20-c1,0
cet4-w-d005bf8c21dbcd01ff53,1161,congressional,[],word,listed_related,1,cet2016-p046-r20-c2,0
cet4-w-ee31196d1e9468f89e57,1162,conjunction,[],word,headword,1,cet2016-p046-r21-c1,0
cet4-w-90ee81ebfe8ab3b51de6,1163,connect,[],word,headword,1,cet2016-p046-r22-c1,0
cet4-w-19f56af00e0f3c5f3acc,1164,connection,"[""connexion""]",word,listed_related,1,cet2016-p046-r22-c2,0
cet4-w-201d9cd1b10d13a94af5,1165,conquer,[],word,headword,1,cet2016-p046-r24-c1,0
cet4-w-f4cdbdf64d9ef7dcf88f,1166,conqueror,[],word,listed_related,1,cet2016-p046-r24-c2,0
cet4-w-9e9bf6113cf70240326d,1167,conquest,[],word,listed_related,1,cet2016-p046-r24-c3,0
cet4-w-d24d7e363168b43d5c28,1168,conscience,[],word,headword,1,cet2016-p046-r25-c1,0
cet4-w-2f535cec01850de5e989,1169,conscientious,[],word,headword,1,cet2016-p046-r26-c1,0
cet4-w-1563bafcd84c54ffedba,1170,conscious,[],word,headword,1,cet2016-p046-r27-c1,0
cet4-w-10737f77b96c5dbb120b,1171,consciousness,[],word,listed_related,1,cet2016-p046-r27-c2,0
cet4-w-c00c780b6ba58cbce460,1172,consensus,[],word,headword,1,cet2016-p046-r29-c1,0
cet4-w-1a8e01ba0a9198d4ccd3,1173,consent,[],word,headword,1,cet2016-p046-r30-c1,0
cet4-w-b0e3340aea3a003ab421,1174,consequence,[],word,headword,1,cet2016-p046-r31-c1,0
cet4-w-ff761a7650a4d217a2f8,1175,consequent,[],word,listed_related,1,cet2016-p046-r31-c2,0
cet4-w-4b86e2f5cbd81117a3ec,1176,consequently,[],word,listed_related,1,cet2016-p046-r31-c3,0
cet4-w-a4d8f7d30848970bbefd,1177,conservative,[],word,headword,1,cet2016-p046-r32-c1,0
cet4-w-49fe9dca3633a1df0b64,1178,consider,[],word,headword,1,cet2016-p046-r34-c1,0
cet4-w-a4ef2ebe3999af04921c,1179,considerable,[],word,headword,1,cet2016-p046-r35-c1,0
cet4-w-d88d501a5742fc4ef7c9,1180,considerate,[],word,headword,1,cet2016-p046-r36-c1,0
cet4-w-19eb5436efdc4d48b2c6,1181,consideration,[],word,listed_related,1,cet2016-p046-r34-c2,0
cet4-w-e43f37ad4b770818e4c0,1182,considering,[],word,listed_related,1,cet2016-p046-r34-c3,0
cet4-w-68c7b95667006ca5f9c0,1183,consist,[],word,headword,1,cet2016-p046-r37-c1,0
cet4-w-03fd526fa1149efc3961,1184,consistency,[],word,listed_related,1,cet2016-p046-r38-c2,0
cet4-w-5de5ce007db1666d7589,1185,consistent,[],word,headword,1,cet2016-p046-r38-c1,0
cet4-w-68d48b5981341d21c16a,1186,consolidate,[],word,headword,1,cet2016-p046-r40-c1,0
cet4-w-c543755400d98d099b64,1187,consolidation,[],word,listed_related,1,cet2016-p046-r40-c2,0
cet4-w-d7d63153fb90b6b97ae5,1188,constant,[],word,headword,1,cet2016-p047-r01-c1,0
cet4-w-1bf6fb37a2228983965d,1189,constitute,[],word,headword,1,cet2016-p047-r03-c1,0
cet4-w-ffab8a7fe2f5c17eab56,1190,constitution,[],word,headword,1,cet2016-p047-r04-c1,0
cet4-w-56a086a23cb3b583f191,1191,constitutional,[],word,listed_related,1,cet2016-p047-r04-c2,0
cet4-w-31e9c35b66fadd0c7f77,1192,construct,[],word,headword,1,cet2016-p047-r06-c1,0
cet4-w-5438526911401d59324b,1193,construction,[],word,listed_related,1,cet2016-p047-r06-c2,0
cet4-w-275435633a41b5835018,1194,consult,[],word,headword,1,cet2016-p047-r08-c1,0
cet4-w-c62a5ee4f071b2717beb,1195,consultant,[],word,listed_related,1,cet2016-p047-r08-c4,0
cet4-w-f772cf0eab6097247243,1196,consultation,[],word,listed_related,1,cet2016-p047-r08-c2,0
cet4-w-8bbe7d62e4c8ca397b8a,1197,consultative,[],word,listed_related,1,cet2016-p047-r08-c3,0
cet4-w-88e269fad556616e4782,1198,consume,[],word,headword,1,cet2016-p047-r09-c1,0
cet4-w-5897d91f14d2a28afa36,1199,consumer,[],word,listed_related,1,cet2016-p047-r09-c2,0
cet4-w-f4a6606206db056094c2,1200,consumption,[],word,listed_related,1,cet2016-p047-r09-c3,0
cet4-w-0da6e450ccff0a5f06f4,1201,contact,[],word,headword,1,cet2016-p047-r10-c1,0
cet4-w-312af100298f9f5cc06a,1202,contain,[],word,headword,1,cet2016-p047-r12-c1,0
cet4-w-1d92ddf88de556818528,1203,container,[],word,listed_related,1,cet2016-p047-r12-c2,0
cet4-w-0248aa17b99df9d4e8d4,1204,containment,[],word,listed_related,1,cet2016-p047-r12-c3,0
cet4-w-6b4758216d62219c1237,1205,contaminate,[],word,headword,1,cet2016-p047-r13-c1,0
cet4-w-addfb7ceb3bd92854730,1206,contamination,[],word,listed_related,1,cet2016-p047-r13-c2,0
cet4-w-4dcbcfe39153db3fff07,1207,contemporary,[],word,headword,1,cet2016-p047-r15-c1,0
cet4-w-01dd8787af81e69a3bfd,1208,contempt,[],word,headword,1,cet2016-p047-r16-c1,0
cet4-w-74a27920e46a86e043f2,1209,contemptible,[],word,listed_related,1,cet2016-p047-r16-c2,0
cet4-w-db5873dff371b16018f2,1210,contend,[],word,headword,1,cet2016-p047-r17-c1,0
cet4-w-02985ccd240ba1ca5124,1211,content,[],word,headword,2,cet2016-p047-r18-c1,2
cet4-w-f3d22936262a03311713,1212,contented,[],word,listed_related,1,cet2016-p047-r19-c2,0
cet4-w-d2bbaa64df04acf7c689,1213,contention,[],word,listed_related,1,cet2016-p047-r17-c2,0
cet4-w-fd242dd0afb0b987dd5b,1214,contentious,[],word,listed_related,1,cet2016-p047-r17-c3,0
cet4-w-1b8b83e9e6f4a33db21d,1215,contest,[],word,headword,1,cet2016-p047-r20-c1,0
cet4-w-8af23d0161f07bfebbae,1216,contestant,[],word,listed_related,1,cet2016-p047-r20-c2,0
cet4-w-9d1f8fda41116bbaca5a,1217,context,[],word,headword,1,cet2016-p047-r21-c1,0
cet4-w-f3794b2bf2c015cd6376,1218,contextual,[],word,listed_related,1,cet2016-p047-r21-c2,0
cet4-w-ba368b0479ace1fa79e2,1219,continent,[],word,headword,1,cet2016-p047-r22-c1,0
cet4-w-0b3d556d1f577e729a9e,1220,continental,[],word,listed_related,1,cet2016-p047-r22-c2,0
cet4-w-8b66d2782ac2f927a893,1221,continual,[],word,listed_related,1,cet2016-p047-r24-c3,0
cet4-w-899697310c10c9579431,1222,continuation,[],word,listed_related,1,cet2016-p047-r24-c2,0
cet4-w-42d8bce0ba9d655e4f03,1223,continue,[],word,headword,1,cet2016-p047-r24-c1,0
cet4-w-b085510a5544058ad245,1224,continuity,[],word,listed_related,1,cet2016-p047-r24-c5,0
cet4-w-a32b39c8d79e917a4344,1225,continuous,[],word,listed_related,1,cet2016-p047-r24-c4,0
cet4-w-9611438bf1169458f389,1226,contract,[],word,headword,2,cet2016-p047-r25-c1,2
cet4-w-344c5ffb3c433fd38535,1227,contraction,[],word,listed_related,1,cet2016-p047-r26-c2,0
cet4-w-46320b2410bcbae43dac,1228,contractor,[],word,listed_related,1,cet2016-p047-r25-c2,0
cet4-w-301425a009e56bef5c4d,1229,contradict,[],word,headword,1,cet2016-p047-r27-c1,0
cet4-w-0804d86695dc847f28a0,1230,contradiction,[],word,listed_related,1,cet2016-p047-r27-c2,0
cet4-w-76f3721ac3efe0a02ba6,1231,contradictory,[],word,listed_related,1,cet2016-p047-r27-c3,0
cet4-w-5b49b227e7d7dcc8e63e,1232,contrary,[],word,headword,1,cet2016-p047-r28-c1,0
cet4-w-6aaca3a7d15028e78a8c,1233,contrast,[],word,headword,1,cet2016-p047-r29-c1,0
cet4-w-3945cf2d3d49d0a447e6,1234,contribute,[],word,headword,1,cet2016-p047-r30-c1,0
cet4-w-0f9f6a17ff85f9446eb5,1235,contribution,[],word,listed_related,1,cet2016-p047-r30-c2,0
cet4-w-7c0f51895360accc7374,1236,contributor,[],word,listed_related,1,cet2016-p047-r30-c3,0
cet4-w-f09361f479c4b5c9ad3d,1237,control,[],word,headword,1,cet2016-p047-r32-c1,0
cet4-w-a68f3c010c71d9e9a666,1238,controversial,[],word,listed_related,1,cet2016-p047-r33-c2,0
cet4-w-ccf3021a6fffa04b38c1,1239,controversy,[],word,headword,1,cet2016-p047-r33-c1,0
cet4-w-b3109b42b35cc95761cc,1240,convenience,[],word,listed_related,1,cet2016-p047-r35-c2,0
cet4-w-f8e16846bba8725e9829,1241,convenient,[],word,headword,1,cet2016-p047-r35-c1,0
cet4-w-21dab57456749e1cbf0d,1242,convention,[],word,headword,1,cet2016-p047-r36-c1,0
cet4-w-d50f8341c4444cf915a0,1243,conventional,[],word,listed_related,1,cet2016-p047-r36-c2,0
cet4-w-d984c80a2433a2cb89ae,1244,conversation,[],word,listed_related,1,cet2016-p047-r38-c2,0
cet4-w-54e76e5d7ce3f2667177,1245,converse,[],word,headword,1,cet2016-p047-r38-c1,1
cet4-w-ec84020e7910b5f9676c,1246,conversion,[],word,listed_related,1,cet2016-p047-r40-c2,0
cet4-w-82a2355da44bd5be610d,1247,convert,[],word,headword,1,cet2016-p047-r40-c1,0
cet4-w-9fb34364473784b66a6d,1248,convertible,[],word,listed_related,1,cet2016-p047-r40-c3,0
cet4-w-fe5284f88afd73c8152f,1249,convey,[],word,headword,1,cet2016-p047-r41-c1,0
cet4-w-9bcc6b8b0f5681e27ae4,1250,conveyance,[],word,listed_related,1,cet2016-p047-r41-c2,0
cet4-w-dc794aa58654b55410b8,1251,convince,[],word,headword,1,cet2016-p048-r01-c1,0
cet4-w-e5088d65fe59d6b0eaa0,1252,convincing,[],word,listed_related,1,cet2016-p048-r01-c2,0
cet4-w-b80bd1d58c8fb75aff74,1253,cook,[],word,headword,1,cet2016-p048-r03-c1,0
cet4-w-494c41132467fa7192b1,1254,cooker,[],word,listed_related,1,cet2016-p048-r03-c2,0
cet4-w-4097e9d6aefd436b9573,1255,cookie,[],word,headword,1,cet2016-p048-r04-c1,0
cet4-w-24621b82b6f929ce722a,1256,cool,[],word,headword,1,cet2016-p048-r05-c1,0
cet4-w-df55c8bbab6d8a89dcf3,1257,cooperate,[],word,headword,1,cet2016-p048-r06-c1,0
cet4-w-91b5fc303e544e952c6f,1258,cooperation,[],word,listed_related,1,cet2016-p048-r06-c2,0
cet4-w-b796e3f4eb2fbda0d8af,1259,cooperative,[],word,listed_related,1,cet2016-p048-r06-c3,0
cet4-w-1cb7d7c4a0570c5a0897,1260,coordinate,[],word,headword,1,cet2016-p048-r07-c1,0
cet4-w-b6c836a1878be497d1ef,1261,coordination,[],word,listed_related,1,cet2016-p048-r07-c2,0
cet4-w-6691744065d673e93801,1262,coordinator,[],word,listed_related,1,cet2016-p048-r07-c3,0
cet4-w-61c9b4be86888891f7a6,1263,cop,[],word,headword,1,cet2016-p048-r08-c1,0
cet4-w-aa2bbd1145485cd102de,1264,cope,[],word,headword,1,cet2016-p048-r09-c1,0
cet4-w-fe0e8a6803bb96f86d7e,1265,copper,[],word,headword,1,cet2016-p048-r10-c1,0
cet4-w-9d3e25c32872e286d1df,1266,copy,[],word,headword,1,cet2016-p048-r11-c1,0
cet4-w-8f3f5163625db94de638,1267,copyright,[],word,headword,1,cet2016-p048-r12-c1,0
cet4-w-f505127e0266a74c76f6,1268,cord,[],word,headword,1,cet2016-p048-r14-c1,0
