word_id,canonical_spelling,source_entry_id,entry_role,source_homograph_number,normalization_kind
cet4-w-613f80b3dffd9108fff2,library,cet2016-p088-r03-c1,headword,,literal
cet4-w-717c2138528ff81383f7,librarian,cet2016-p088-r03-c2,listed_related,,literal
cet4-w-8574d36b0509c2e5148f,license,cet2016-p088-r04-c1,headword,,orthographic
cet4-w-edd000def3bd58bd6c11,lick,cet2016-p088-r05-c1,headword,,literal
cet4-w-f4dc1c87820879cf7aee,lid,cet2016-p088-r06-c1,headword,,literal
cet4-w-e4047d04a0d729f9bdaf,lie,cet2016-p088-r07-c1,headword,1,literal
cet4-w-c901718c5d25debbca06,liar,cet2016-p088-r07-c2,listed_related,,literal
cet4-w-e4047d04a0d729f9bdaf,lie,cet2016-p088-r08-c1,headword,2,literal
cet4-w-0533c47c40ae485b8f0d,life,cet2016-p088-r10-c1,headword,,literal
cet4-w-601dbbda45a63600b3a3,lift,cet2016-p088-r11-c1,headword,,literal
cet4-w-94b6ff62e47f6e805197,light,cet2016-p088-r12-c1,headword,1,literal
cet4-w-e946b1890e1037dbfab4,lighting,cet2016-p088-r12-c2,listed_related,,literal
cet4-w-94b6ff62e47f6e805197,light,cet2016-p088-r13-c1,headword,2,literal
cet4-w-3e0517a3772419774dae,lightning,cet2016-p088-r14-c1,headword,,literal
cet4-w-7036e4a1898ab194d2bb,like,cet2016-p088-r15-c1,headword,1,literal
cet4-w-7036e4a1898ab194d2bb,like,cet2016-p088-r16-c1,headword,2,literal
cet4-w-e360f9e98ebe2e7ea7b3,likely,cet2016-p088-r16-c2,listed_related,,literal
cet4-w-7de78f98e1505eb0534e,likelihood,cet2016-p088-r16-c3,listed_related,,literal
cet4-w-8db42bc524ca7df03616,likewise,cet2016-p088-r17-c1,headword,,literal
cet4-w-a8aef363e57ac8739637,lily,cet2016-p088-r18-c1,headword,,literal
cet4-w-857b0ca4b193e7399770,limb,cet2016-p088-r19-c1,headword,,literal
cet4-w-cfe08811373e7aa527be,limit,cet2016-p088-r22-c1,headword,,literal
cet4-w-efd13d8414df09e20af4,limitation,cet2016-p088-r22-c2,listed_related,,literal
cet4-w-0312f9f2afc8eb5f7025,limited,cet2016-p088-r22-c3,listed_related,,literal
cet4-w-6e1b3be60836834a0d11,line,cet2016-p088-r24-c1,headword,,literal
cet4-w-62dbc0f58a00647bffd4,linear,cet2016-p088-r24-c2,listed_related,,literal
cet4-w-aef282e97b796e1b5dd3,link,cet2016-p088-r29-c1,headword,,literal
cet4-w-2f1e3a9592c6531de577,linkage,cet2016-p088-r29-c2,listed_related,,literal
cet4-w-6bed76d99fd44a144bee,lion,cet2016-p088-r30-c1,headword,,literal
cet4-w-c3108cae0ae182f90428,lioness,cet2016-p088-r30-c2,listed_related,,literal
cet4-w-5d02db79b7f01b04b38e,lip,cet2016-p088-r31-c1,headword,,literal
cet4-w-ade06892ddd24735058e,liquid,cet2016-p088-r33-c1,headword,,literal
cet4-w-e36a054c93b1ec0d367b,liquor,cet2016-p088-r34-c1,headword,,literal
cet4-w-71347878c53e309e51a0,list,cet2016-p088-r35-c1,headword,,literal
cet4-w-02144c27d7038f688e2b,listen,cet2016-p088-r36-c1,headword,,literal
cet4-w-26aeb4f0869dbb39dc9e,listener,cet2016-p088-r36-c2,listed_related,,literal
cet4-w-a797c6fe60b9b5abd35a,liter,cet2016-p088-r37-c1,headword,,orthographic
cet4-w-7b2c9caad5c937423b50,literal,cet2016-p088-r38-c1,headword,,literal
cet4-w-0681d294a31a9017c5c7,literally,cet2016-p088-r38-c2,listed_related,,literal
cet4-w-869160b6af4bb63b2c3e,literary,cet2016-p088-r39-c1,headword,,literal
cet4-w-6319544373f81638084b,literature,cet2016-p088-r39-c2,listed_related,,literal
cet4-w-e9a7891aa5f1f8952439,literate,cet2016-p088-r39-c3,listed_related,,literal
cet4-w-d97bf93a3dda01d7d351,literacy,cet2016-p088-r39-c4,listed_related,,literal
cet4-w-6c2409beff88e13c0cbf,litter,cet2016-p088-r40-c1,headword,,literal
cet4-w-87ad3637ec8f453a44e6,little,cet2016-p088-r41-c1,headword,,literal
cet4-w-cc232b788ec767c2b38b,live,cet2016-p088-r42-c1,headword,1,literal
cet4-w-fedc8659e09758a3b1ff,living,cet2016-p088-r42-c2,listed_related,,literal
cet4-w-cc232b788ec767c2b38b,live,cet2016-p089-r01-c1,headword,2,literal
cet4-w-571e2304b9559b7bd1c7,livelihood,cet2016-p089-r02-c1,headword,,literal
cet4-w-546a5f6f752ee6367a22,lively,cet2016-p089-r03-c1,headword,,literal
cet4-w-f9235532f22b94813e0e,liver,cet2016-p089-r04-c1,headword,,literal
cet4-w-6a06a6b86ff12cf30127,living-room,cet2016-p089-r06-c1,headword,,literal
cet4-w-aee7a96fd58d562bc49a,load,cet2016-p089-r07-c1,headword,,literal
cet4-w-792c4b3e5db8223d8ed3,loaf,cet2016-p089-r08-c1,headword,,literal
cet4-w-c5f90da5720177cfc37f,loan,cet2016-p089-r09-c1,headword,,literal
cet4-w-5a8c1b42837ffb494762,lobby,cet2016-p089-r10-c1,headword,,literal
cet4-w-2f347db7bc0da4c4c40f,lobbyist,cet2016-p089-r10-c2,listed_related,,literal
cet4-w-4bccdc4209c4c5ed460e,local,cet2016-p089-r11-c1,headword,,literal
cet4-w-7f33c7011fff1a42784d,locality,cet2016-p089-r11-c2,listed_related,,literal
cet4-w-8fe2cdee80ba1b0ef62c,locate,cet2016-p089-r12-c1,headword,,literal
cet4-w-aef22dfedef8f581c271,location,cet2016-p089-r12-c2,listed_related,,literal
cet4-w-871662eb4e212d8e08a8,lock,cet2016-p089-r13-c1,headword,,literal
cet4-w-d933fcdee5431a1885a2,locker,cet2016-p089-r13-c2,listed_related,,literal
cet4-w-351aa68a0c44546698bc,lodge,cet2016-p089-r15-c1,headword,,literal
cet4-w-3aa6f265dc543e463697,lodging,cet2016-p089-r15-c2,listed_related,,literal
cet4-w-623d7e0d27531fed08f2,log,cet2016-p089-r17-c1,headword,,literal
cet4-w-3ee656807acd169c04aa,logic,cet2016-p089-r18-c1,headword,,literal
cet4-w-a9de2611a19be525d74d,logical,cet2016-p089-r18-c2,listed_related,,literal
cet4-w-6361feb83cd6b48c7f0d,logo,cet2016-p089-r20-c1,headword,,literal
cet4-w-620c838028bfc34d44e5,lonely,cet2016-p089-r21-c1,headword,,literal
cet4-w-a4d19a733ded7f0c6406,loneliness,cet2016-p089-r21-c2,listed_related,,literal
cet4-w-4dabed8adb49510992bd,long,cet2016-p089-r22-c1,headword,1,literal
cet4-w-322f63e067d441b96bcc,length,cet2016-p089-r22-c2,listed_related,,literal
cet4-w-fbbda38b0240162d089d,lengthy,cet2016-p089-r22-c3,listed_related,,literal
cet4-w-4dabed8adb49510992bd,long,cet2016-p089-r23-c1,headword,2,literal
cet4-w-82a1664c4af5a87b9ac3,look,cet2016-p089-r26-c1,headword,,literal
cet4-w-0e1e60dfc2149166b4ad,loophole,cet2016-p089-r29-c1,headword,,literal
cet4-w-bbc087ce9b9e4e9bdb5d,loose,cet2016-p089-r30-c1,headword,,literal
cet4-w-a853b88b0c775aa4e4b3,loosen,cet2016-p089-r30-c2,listed_related,,literal
cet4-w-22de045e2f753ae8b03b,lord,cet2016-p089-r32-c1,headword,,literal
cet4-w-b9f2ae44db291e77517e,lorry,cet2016-p089-r33-c1,headword,,literal
cet4-w-ce6211d16cb3c480c55c,lose,cet2016-p089-r34-c1,headword,,literal
cet4-w-14980ebc37e9f3423862,loss,cet2016-p089-r34-c2,listed_related,,literal
cet4-w-6e9c102acf6f18b5bdaa,lot,cet2016-p089-r35-c1,headword,,literal
cet4-w-f1ba1304656d090e9d2f,loud,cet2016-p089-r38-c1,headword,,literal
cet4-w-153452808cb45d6a73fa,loudly,cet2016-p089-r38-c2,listed_related,,literal
cet4-w-13eddc333b60b35cfb14,love,cet2016-p089-r40-c1,headword,,literal
cet4-w-79e8cbbc19c0a8e5fb50,lovely,cet2016-p089-r40-c2,listed_related,,literal
cet4-w-ffa07ac6637e130ff29c,lover,cet2016-p089-r40-c3,listed_related,,literal
cet4-w-2ebfc07ff715b09913f7,low,cet2016-p089-r41-c1,headword,,literal
cet4-w-cf6fab02898bc07fd3c8,lower,cet2016-p089-r41-c2,listed_related,,literal
cet4-w-ef2ea506f80689c95ca5,loyal,cet2016-p089-r42-c1,headword,,literal
cet4-w-933a585f1ab5b800f4fb,loyalty,cet2016-p089-r42-c2,listed_related,,literal
cet4-w-00156789289d3ce29951,luck,cet2016-p090-r02-c1,headword,,literal
cet4-w-3f997b94a200ee13d1f5,lucky,cet2016-p090-r02-c2,listed_related,,literal
cet4-w-76e484bbc0f001e1bbc6,luggage,cet2016-p090-r04-c1,headword,,literal
cet4-w-7ad9feef06c35b2a167e,lump,cet2016-p090-r06-c1,headword,,literal
cet4-w-014fdadf251bbefd8309,lunar,cet2016-p090-r07-c1,headword,,literal
cet4-w-a379f71baedfd11b4e07,lunch,cet2016-p090-r08-c1,headword,,literal
cet4-w-efc4b7d17ea93bf71dfd,luncheon,cet2016-p090-r08-c2,listed_related,,literal
cet4-w-b8ba7913b74e1a599cbb,lung,cet2016-p090-r09-c1,headword,,literal
cet4-w-592793ac059aa704300a,luxury,cet2016-p090-r11-c1,headword,,literal
cet4-w-08a93a648c000fe724e0,luxurious,cet2016-p090-r11-c2,listed_related,,literal
cet4-w-e239ab994128d11d1fdd,machine,cet2016-p090-r13-c1,headword,,literal
cet4-w-ae41ea977cf6aad7ab03,machinery,cet2016-p090-r13-c2,listed_related,,literal
cet4-w-935293f05de02c57d46a,mad,cet2016-p090-r14-c1,headword,,literal
cet4-w-dd8a7865d52f80681509,madden,cet2016-p090-r14-c2,listed_related,,literal
cet4-w-e845281567344b972491,madam,cet2016-p090-r15-c1,headword,,literal
cet4-w-8da2dc15f21fb80215d3,magazine,cet2016-p090-r16-c1,headword,,literal
cet4-w-02f5a4205c2d41fed9ac,magic,cet2016-p090-r17-c1,headword,,literal
cet4-w-dcf3802d2bce2e9a436d,magical,cet2016-p090-r17-c2,listed_related,,literal
cet4-w-1ab3d2c92069bc7dcf0b,magnet,cet2016-p090-r19-c1,headword,,literal
cet4-w-0236a02d5cbdcbabccc2,magnetic,cet2016-p090-r19-c2,listed_related,,literal
cet4-w-b485b13327ffde0f1f77,magnificent,cet2016-p090-r20-c1,headword,,literal
cet4-w-da720c6c65f8168c499b,magnificence,cet2016-p090-r20-c2,listed_related,,literal
cet4-w-0cf82ac918d4f8087e39,maid,cet2016-p090-r23-c1,headword,,literal
cet4-w-b92e49855c5cd8a30d65,maiden,cet2016-p090-r24-c1,headword,,literal
cet4-w-51fc24d12808eb71528f,mail,cet2016-p090-r25-c1,headword,,literal
cet4-w-04e015411b96c94b11bf,main,cet2016-p090-r26-c1,headword,,literal
cet4-w-d85a73b8871d360a0f78,mainland,cet2016-p090-r27-c1,headword,,literal
cet4-w-8ca2b771a70b4db4bfdf,mainstream,cet2016-p090-r28-c1,headword,,literal
cet4-w-ab271417b0cb91f43585,maintain,cet2016-p090-r29-c1,headword,,literal
cet4-w-4cf6ce89a37074e4155b,maintenance,cet2016-p090-r29-c2,listed_related,,literal
cet4-w-ec746b3a6c8e6f97cfde,major,cet2016-p090-r31-c1,headword,,literal
cet4-w-27c97a10cf0100fc3401,majority,cet2016-p090-r31-c2,listed_related,,literal
cet4-w-6bef829b4a216a0a6e73,make,cet2016-p090-r32-c1,headword,,literal
cet4-w-377cf6f9050961f8a12e,makeup,cet2016-p090-r33-c1,headword,,literal
cet4-w-b705e8dcedd307db69b4,male,cet2016-p090-r34-c1,headword,,literal
cet4-w-ff31836349ad835369ed,mall,cet2016-p090-r37-c1,headword,,literal
cet4-w-14778df5f37fb2fa9a13,mammal,cet2016-p090-r39-c1,headword,,literal
cet4-w-a2b60c28f31ba49716e7,man,cet2016-p090-r40-c1,headword,,literal
cet4-w-dea2b40d8c814aa93f1a,manly,cet2016-p090-r40-c2,listed_related,,literal
cet4-w-9f35872ade1d336bb7a7,manhood,cet2016-p090-r40-c3,listed_related,,literal
cet4-w-8b40d013319fe1c1b54a,manage,cet2016-p090-r41-c1,headword,,literal
cet4-w-62aa0644d069a54653aa,management,cet2016-p090-r41-c2,listed_related,,literal
cet4-w-a11bb9bad3866f0612e5,manager,cet2016-p090-r41-c3,listed_related,,literal
cet4-w-9db44496b76c4f67499c,managerial,cet2016-p090-r41-c4,listed_related,,literal
cet4-w-0c4e4a7d799feb432d86,manipulate,cet2016-p091-r03-c1,headword,,literal
cet4-w-773ac75f9fdc12ca2949,manipulation,cet2016-p091-r03-c2,listed_related,,literal
cet4-w-32d4cc032dd8e92730cd,manipulative,cet2016-p091-r03-c3,listed_related,,literal
cet4-w-b8c772ce05fdc893dfa8,mankind,cet2016-p091-r04-c1,headword,,literal
cet4-w-75636021ad6f1e4ef527,manner,cet2016-p091-r05-c1,headword,,literal
cet4-w-8adaf3f479a7827b9d65,manual,cet2016-p091-r07-c1,headword,,literal
cet4-w-eb44a3c9cc92e7b5e517,manufacture,cet2016-p091-r08-c1,headword,,literal
cet4-w-e9673d55a16f70e70a3b,manufacturer,cet2016-p091-r08-c2,listed_related,,literal
cet4-w-7c928429ce81972ec924,many,cet2016-p091-r10-c1,headword,,literal
cet4-w-92b9f5f948e32e3e6534,map,cet2016-p091-r11-c1,headword,,literal
cet4-w-488a559813e4e25eea42,marathon,cet2016-p091-r13-c1,headword,,literal
cet4-w-010a0041daa4573239cd,March,cet2016-p091-r15-c1,headword,,literal
cet4-w-010a0041daa4573239cd,March,cet2016-p091-r16-c1,headword,,literal
cet4-w-b693ad61db3e365b3984,margin,cet2016-p091-r17-c1,headword,,literal
cet4-w-243980bc93a58adf1eaa,marginal,cet2016-p091-r17-c2,listed_related,,literal
cet4-w-c4ccde275f95a3f42bea,marine,cet2016-p091-r18-c1,headword,,literal
cet4-w-f3b29d8b930f19b8583b,mark,cet2016-p091-r20-c1,headword,,literal
cet4-w-eca9283e1cf9fa855bd7,market,cet2016-p091-r21-c1,headword,,literal
cet4-w-e6e797535ce198358805,marketing,cet2016-p091-r21-c2,listed_related,,literal
cet4-w-982ba8e39974bfa1a35b,marry,cet2016-p091-r22-c1,headword,,literal
cet4-w-de3ddcbb564a6fe42d60,marriage,cet2016-p091-r22-c2,listed_related,,literal
cet4-w-a719d6033b2bc74afad4,marital,cet2016-p091-r22-c3,listed_related,,literal
cet4-w-67decc135d808751569b,marsh,cet2016-p091-r23-c1,headword,,literal
cet4-w-3f58a3c98b421ec0f6f3,marshal,cet2016-p091-r24-c1,headword,,literal
cet4-w-15694a919af2dee2d152,marvel,cet2016-p091-r26-c1,headword,,literal
cet4-w-a208bf2cf07eefbda9bd,marvelous,cet2016-p091-r26-c2,listed_related,,orthographic
cet4-w-8ae5e7b857ded5d4391c,Marxism,cet2016-p091-r27-c1,headword,,literal
cet4-w-38fcf9261404bd520aed,Marxist,cet2016-p091-r27-c2,listed_related,,literal
cet4-w-b204b93d163318348150,mask,cet2016-p091-r29-c1,headword,,literal
cet4-w-9e1b8ab2f02bfddbec78,mass,cet2016-p091-r30-c1,headword,,literal
cet4-w-b506892e5dbdeb47da13,massive,cet2016-p091-r30-c2,listed_related,,literal
cet4-w-aaceb301766e5ecc0d90,massage,cet2016-p091-r32-c1,headword,,literal
cet4-w-a34c24da14411033a853,master,cet2016-p091-r33-c1,headword,,literal
cet4-w-986d3ae70778f9c2c61a,mastery,cet2016-p091-r33-c2,listed_related,,literal
cet4-w-039e357dfc24f584556f,masterpiece,cet2016-p091-r34-c1,headword,,literal
cet4-w-77c662f6544be4bd16eb,mat,cet2016-p091-r35-c1,headword,,literal
cet4-w-7a8ffe5d8153eb02a164,match,cet2016-p091-r36-c1,headword,,literal
cet4-w-e96d0fd75e5a574145cc,mate,cet2016-p091-r37-c1,headword,,literal
cet4-w-434ecfcfc78f59a55d78,material,cet2016-p091-r38-c1,headword,,literal
cet4-w-11c0c48d077323ec36ba,materialism,cet2016-p091-r38-c2,listed_related,,literal
cet4-w-5d12a62264b980764ebd,materialist,cet2016-p091-r38-c3,listed_related,,literal
cet4-w-8856ab6b1272ff73e14e,materialize,cet2016-p091-r38-c4,listed_related,,orthographic
cet4-w-eee11c81fd14c965af83,math,cet2016-p091-r40-c1,headword,,mixed
cet4-w-8e6cb2d6d9a54b23db95,mathematics,cet2016-p091-r40-c1,headword,,mixed
cet4-w-d2d5646ff2a4e2fe724c,mathematical,cet2016-p091-r40-c2,listed_related,,literal
cet4-w-ec20a8c8b01db2bf811d,matter,cet2016-p091-r41-c1,headword,,literal
cet4-w-6f8afd47cf3021364b46,mature,cet2016-p091-r42-c1,headword,,literal
cet4-w-412916d81d12b36b2ac9,maturity,cet2016-p091-r42-c2,listed_related,,literal
cet4-w-754ee3de4a0933b5baee,maximum,cet2016-p092-r01-c1,headword,,literal
cet4-w-dfa44123fcedeacae028,maximize,cet2016-p092-r01-c2,listed_related,,orthographic
cet4-w-53c4a171a317be18a477,maximal,cet2016-p092-r01-c3,listed_related,,literal
cet4-w-1760f169bd4d76753937,May,cet2016-p092-r02-c1,headword,,literal
cet4-w-1760f169bd4d76753937,May,cet2016-p092-r03-c1,headword,,literal
cet4-w-c54a4f4a4a6d93b77a4d,maybe,cet2016-p092-r04-c1,headword,,literal
cet4-w-aa82bbb65147ca3d2998,mayor,cet2016-p092-r05-c1,headword,,literal
cet4-w-ce223376164244f3a30c,me,cet2016-p092-r06-c1,headword,,literal
cet4-w-43939f2fb431df7ae932,meal,cet2016-p092-r08-c1,headword,,literal
cet4-w-e9e8b878a19bbf84cc9a,mean,cet2016-p092-r09-c1,headword,1,literal
cet4-w-dcc51bd7ebc6dc650eea,meaning,cet2016-p092-r09-c2,listed_related,,literal
cet4-w-a8c2dd39d35bfe61150a,meaningful,cet2016-p092-r09-c3,listed_related,,literal
cet4-w-e9e8b878a19bbf84cc9a,mean,cet2016-p092-r10-c1,headword,2,literal
cet4-w-e9e8b878a19bbf84cc9a,mean,cet2016-p092-r11-c1,headword,3,literal
cet4-w-c591527a740d890f968e,means,cet2016-p092-r12-c1,headword,,literal
cet4-w-d22c056c8e233f22dc31,meantime,cet2016-p092-r13-c1,headword,,literal
cet4-w-dfbe6886a01362a445e4,meanwhile,cet2016-p092-r14-c1,headword,,literal
cet4-w-b0fc9bc1afd95f4faaf7,measure,cet2016-p092-r15-c1,headword,,literal
cet4-w-9bfab551116f66a0b03f,measurement,cet2016-p092-r15-c2,listed_related,,literal
cet4-w-b7ddfa472f04bc4e340a,measurable,cet2016-p092-r15-c3,listed_related,,literal
cet4-w-10d1b1284dadd86b8f09,meat,cet2016-p092-r16-c1,headword,,literal
cet4-w-0c59e5bc78381228da51,meaty,cet2016-p092-r16-c2,listed_related,,literal
cet4-w-eda2c9c73cb6eb9500d9,mechanic,cet2016-p092-r17-c1,headword,,literal
cet4-w-c310ab69faa042fee0bc,mechanical,cet2016-p092-r17-c2,listed_related,,literal
cet4-w-3018c1abc3106407ea79,mechanics,cet2016-p092-r17-c3,listed_related,,literal
cet4-w-e4fcc58754450ae23618,mechanism,cet2016-p092-r17-c4,listed_related,,literal
cet4-w-c47341f667da1f7ea33e,mechanize,cet2016-p092-r18-c1,headword,,orthographic
cet4-w-55f12824ae5ef9dff3e2,mechanization,cet2016-p092-r18-c2,listed_related,,orthographic
cet4-w-87c96fac42cac1daa9be,medal,cet2016-p092-r19-c1,headword,,literal
cet4-w-0e0734ec2e83d8bed766,medical,cet2016-p092-r21-c1,headword,,literal
cet4-w-1282fb5ef0a9fc45d1fa,Medicare,cet2016-p092-r22-c1,headword,,literal
cet4-w-93294b0cf87889d5c335,medicine,cet2016-p092-r24-c1,headword,,literal
cet4-w-57b240d2f7807726e316,medicinal,cet2016-p092-r24-c2,listed_related,,literal
cet4-w-6bb7b7c1b333545141f5,medium,cet2016-p092-r26-c1,headword,,literal
cet4-w-4a3668d63ea806fe2861,media,cet2016-p092-r26-c2,listed_related,,literal
cet4-w-74140c0def21d3d95c16,meet,cet2016-p092-r27-c1,headword,,literal
cet4-w-410b5e6b5fb30ace8f33,meeting,cet2016-p092-r28-c1,headword,,literal
cet4-w-5f2e4b6b232019615cd8,melon,cet2016-p092-r30-c1,headword,,literal
cet4-w-5bf2d7df4f286b7f1cda,melt,cet2016-p092-r31-c1,headword,,literal
cet4-w-79a7c866d0f3bf134296,member,cet2016-p092-r32-c1,headword,,literal
cet4-w-8799ab24b8e114504fca,membership,cet2016-p092-r32-c2,listed_related,,literal
cet4-w-37d2df158403a8604e6d,memorandum,cet2016-p092-r33-c1,headword,,distinct_lexemes
cet4-w-14f62f36c4c981538460,memo,cet2016-p092-r33-c1,headword,,distinct_lexemes
cet4-w-6695a21003618fd387a9,memorial,cet2016-p092-r34-c1,headword,,literal
cet4-w-33809c221e2bfb745cb4,memory,cet2016-p092-r35-c1,headword,,literal
cet4-w-4eff97e7a1ac8f094dfa,memorize,cet2016-p092-r35-c2,listed_related,,orthographic
cet4-w-5fb7b70b143fad31bbd5,mend,cet2016-p092-r37-c1,headword,,literal
cet4-w-8d1f55824baf4e47c5e1,mental,cet2016-p092-r38-c1,headword,,literal
cet4-w-fd3851479ec7c915313b,mentality,cet2016-p092-r38-c2,listed_related,,literal
cet4-w-354d7efc0954f3db8800,mention,cet2016-p092-r39-c1,headword,,literal
cet4-w-4955b7bea296d780cc2b,menu,cet2016-p092-r41-c1,headword,,literal
cet4-w-a00eb494c6325063a04d,merchant,cet2016-p093-r01-c1,headword,,literal
cet4-w-881ee609bcfba7dfc9f0,mercy,cet2016-p093-r03-c1,headword,,literal
cet4-w-f684796a575f72981c0a,merciful,cet2016-p093-r03-c2,listed_related,,literal
cet4-w-f89504b0b20c222ee04f,mere,cet2016-p093-r04-c1,headword,,literal
cet4-w-caaa4d5e47626c3a7ee4,merely,cet2016-p093-r04-c2,listed_related,,literal
cet4-w-26b80827876357acf032,merit,cet2016-p093-r06-c1,headword,,literal
cet4-w-4d52701ce4e55d082498,meritorious,cet2016-p093-r06-c2,listed_related,,literal
cet4-w-82b2b6f279ff962706db,merry,cet2016-p093-r07-c1,headword,,literal
cet4-w-e4f6cdc0df6de42e3602,merriment,cet2016-p093-r07-c2,listed_related,,literal
cet4-w-98419f16a9177ee624df,mess,cet2016-p093-r08-c1,headword,,literal
cet4-w-5896fbb7396c2d7ea087,messy,cet2016-p093-r08-c2,listed_related,,literal
cet4-w-0ae693a119ae82846eb2,message,cet2016-p093-r09-c1,headword,,literal
cet4-w-7a8c434c2792a80aba9b,messenger,cet2016-p093-r09-c2,listed_related,,literal
cet4-w-0d7fbfab7b0cb7236142,metal,cet2016-p093-r11-c1,headword,,literal
cet4-w-7611b227bf51e8274e5d,metallic,cet2016-p093-r11-c2,listed_related,,literal
cet4-w-7b2fc9981d79d26bd9d6,meter,cet2016-p093-r13-c1,headword,,orthographic
cet4-w-9fcf6f7120d1ae37bb6f,metric,cet2016-p093-r13-c2,listed_related,,literal
cet4-w-1df1d26e21b27e2a9fcd,method,cet2016-p093-r14-c1,headword,,literal
cet4-w-f08ac15b177028efac0f,methodical,cet2016-p093-r14-c2,listed_related,,literal
cet4-w-f78902e20436656b2fcc,methodology,cet2016-p093-r14-c3,listed_related,,literal
cet4-w-4c13141942f286786a1c,metro,cet2016-p093-r16-c1,headword,,literal
cet4-w-27c25a6fb76e85c38c48,microphone,cet2016-p093-r18-c1,headword,,literal
cet4-w-0208af7cf6c8c849d503,microscope,cet2016-p093-r19-c1,headword,,literal
cet4-w-9fc038d1dde8e6b3109c,microscopic,cet2016-p093-r19-c2,listed_related,,literal
cet4-w-d7f8edc836384b33c235,microwave,cet2016-p093-r20-c1,headword,,literal
cet4-w-bff4aea49aafe87440e5,microwavable,cet2016-p093-r20-c2,listed_related,,literal
cet4-w-5ff5540dec9588f5bfd8,midday,cet2016-p093-r21-c1,headword,,literal
cet4-w-d0369346bd92257e0644,middle,cet2016-p093-r22-c1,headword,,literal
cet4-w-8036a1bc18845b067b5b,middle-class,cet2016-p093-r23-c1,headword,,literal
cet4-w-60751f17e825c3ebceff,midnight,cet2016-p093-r24-c1,headword,,literal
cet4-w-06bc9bc3698321a48d23,might,cet2016-p093-r27-c1,headword,,literal
cet4-w-cde70d4ae7b1ed247d9d,mighty,cet2016-p093-r27-c2,listed_related,,literal
cet4-w-540ffbc9128d8f7e6c60,migrate,cet2016-p093-r28-c1,headword,,literal
cet4-w-c7eb9786343b3cec59c5,migration,cet2016-p093-r28-c2,listed_related,,literal
cet4-w-cc2ed01472dc4b245a06,migrant,cet2016-p093-r28-c3,listed_related,,literal
cet4-w-41b66748e9c280c48e2f,mild,cet2016-p093-r29-c1,headword,,literal
cet4-w-d4270d85b88aaf1ab810,mile,cet2016-p093-r30-c1,headword,,literal
cet4-w-05e90f3c8a14486294f3,mileage,cet2016-p093-r30-c2,listed_related,,literal
cet4-w-dd53c76f48f811137727,military,cet2016-p093-r33-c1,headword,,literal
cet4-w-55d7b088a3134c325043,milk,cet2016-p093-r35-c1,headword,,literal
cet4-w-c27eeec2913ea756d357,milky,cet2016-p093-r35-c2,listed_related,,literal
cet4-w-84f3c4bff02695d30729,mill,cet2016-p093-r36-c1,headword,,literal
cet4-w-ad08b4ca051165732c42,millimeter,cet2016-p093-r37-c1,headword,,orthographic
cet4-w-800599577d718b13196d,million,cet2016-p093-r38-c1,headword,,literal
cet4-w-23239f6db59590c49568,millionaire,cet2016-p093-r38-c2,listed_related,,literal
cet4-w-ee5c082c6c4d64023956,mind,cet2016-p093-r39-c1,headword,,literal
cet4-w-01870ed727d661dfa2df,mine,cet2016-p093-r41-c1,headword,1,literal
cet4-w-01870ed727d661dfa2df,mine,cet2016-p093-r42-c1,headword,2,literal
cet4-w-15ab3a31db8ae83d41df,mineral,cet2016-p093-r42-c2,listed_related,,literal
cet4-w-132e12c23e7b1f992e95,mining,cet2016-p093-r42-c3,listed_related,,literal
cet4-w-01870ed727d661dfa2df,mine,cet2016-p094-r01-c1,headword,3,literal
cet4-w-0f836d4d3c62af8b3911,minimum,cet2016-p094-r04-c1,headword,,literal
cet4-w-62dd2b959e3414f89f91,minimal,cet2016-p094-r04-c2,listed_related,,literal
cet4-w-fd36f3f89b2e125868ba,minimize,cet2016-p094-r04-c3,listed_related,,orthographic
cet4-w-d18789b35360722d1f35,minister,cet2016-p094-r05-c1,headword,,literal
cet4-w-17591da0b28a9024ae61,ministry,cet2016-p094-r05-c2,listed_related,,literal
cet4-w-4db0151d6996f3c8c448,ministerial,cet2016-p094-r05-c3,listed_related,,literal
cet4-w-87fc0be235b638855e08,minor,cet2016-p094-r06-c1,headword,,literal
cet4-w-2f3d5752eec0af2f44fb,minority,cet2016-p094-r06-c2,listed_related,,literal
cet4-w-720cf86a52454e687fd0,minus,cet2016-p094-r08-c1,headword,,literal
cet4-w-7e9ae77942f7178553b1,minute,cet2016-p094-r09-c1,headword,1,literal
cet4-w-7e9ae77942f7178553b1,minute,cet2016-p094-r10-c1,headword,2,literal
cet4-w-0870a26e015fecee2c9d,miracle,cet2016-p094-r11-c1,headword,,literal
cet4-w-bf47c150d86bd4e4a24f,miraculous,cet2016-p094-r11-c2,listed_related,,literal
cet4-w-c2b981b1c69988c22d8d,mirror,cet2016-p094-r12-c1,headword,,literal
cet4-w-1e63c66314844b58ce9a,miserable,cet2016-p094-r13-c1,headword,,literal
cet4-w-1a81cc35d1f73932c2af,misery,cet2016-p094-r13-c2,listed_related,,literal
cet4-w-ae2e8d3007e55188c21a,misfortune,cet2016-p094-r14-c1,headword,,literal
cet4-w-17d19f0ad2f658fb113a,mislead,cet2016-p094-r15-c1,headword,,literal
cet4-w-09a54f950ec4c5364ef9,misleading,cet2016-p094-r15-c2,listed_related,,literal
