word_id,canonical_spelling,source_entry_id,entry_role,source_homograph_number,normalization_kind
cet4-w-32795218b7c61bf78715,correspond,cet2016-p048-r27-c1,headword,,literal
cet4-w-793c8a3c925578e53c75,correspondence,cet2016-p048-r27-c2,listed_related,,literal
cet4-w-515674f0783d656cb1bd,correspondent,cet2016-p048-r27-c3,listed_related,,literal
cet4-w-02a556cb45788b318903,corresponding,cet2016-p048-r27-c4,listed_related,,literal
cet4-w-1425f06a1df01d82ccff,corridor,cet2016-p048-r28-c1,headword,,literal
cet4-w-b62b4bd77c86646bf8fb,corrupt,cet2016-p048-r30-c1,headword,,literal
cet4-w-9e26f3c7b27cfcea56cb,corruption,cet2016-p048-r30-c2,listed_related,,literal
cet4-w-ad8197a838fce84bae04,cosmos,cet2016-p048-r33-c1,headword,,literal
cet4-w-1b5d90b32b212e16d5d5,cosmic,cet2016-p048-r33-c2,listed_related,,literal
cet4-w-ffa3f845c7e7bda73e2b,cost,cet2016-p048-r34-c1,headword,,literal
cet4-w-be7211a98d3a8a88c226,costly,cet2016-p048-r34-c2,listed_related,,literal
cet4-w-592f01fda2cdc22f7ce9,costume,cet2016-p048-r35-c1,headword,,literal
cet4-w-10b0a1864915fe9965d3,cottage,cet2016-p048-r36-c1,headword,,literal
cet4-w-bceb964da0e23fc4b8f3,cotton,cet2016-p048-r37-c1,headword,,literal
cet4-w-87d97ffe57233fab6ea5,couch,cet2016-p048-r38-c1,headword,,literal
cet4-w-8fd47f24d37aa14298e2,cough,cet2016-p048-r39-c1,headword,,literal
cet4-w-c28510e7de46aa9a7810,could,cet2016-p048-r40-c1,headword,,literal
cet4-w-fddc2b822e534087deb2,council,cet2016-p048-r41-c1,headword,,literal
cet4-w-43e9c7238f29069ff3b5,councilor,cet2016-p048-r41-c2,listed_related,,orthographic
cet4-w-fb1671f007dca68335af,counsel,cet2016-p048-r42-c1,headword,,literal
cet4-w-651b11ac3b7826c071e0,counselor,cet2016-p048-r42-c2,listed_related,,orthographic
cet4-w-2b85ad17529cf7ac786d,count,cet2016-p049-r01-c1,headword,,literal
cet4-w-c88797803c235a4c2908,countdown,cet2016-p049-r02-c1,headword,,literal
cet4-w-c6ba697c2c1b9a2234ba,counter,cet2016-p049-r03-c1,headword,,literal
cet4-w-099afe974153a347d051,counterpart,cet2016-p049-r06-c1,headword,,literal
cet4-w-d2ea7bd8ea3c4c3fd230,country,cet2016-p049-r07-c1,headword,,literal
cet4-w-067a6e37fbf364f8cd00,countryside,cet2016-p049-r08-c1,headword,,literal
cet4-w-d2e043732ae59ed20939,county,cet2016-p049-r09-c1,headword,,literal
cet4-w-a7dad1a48d97771aecd3,couple,cet2016-p049-r11-c1,headword,,literal
cet4-w-8df22cac410b48d9fd07,coupon,cet2016-p049-r12-c1,headword,,literal
cet4-w-276580c609334b5bbc7e,courage,cet2016-p049-r13-c1,headword,,literal
cet4-w-08bb518e7b1ceb5215ca,courageous,cet2016-p049-r13-c2,listed_related,,literal
cet4-w-0f10d0cccf2b1043f076,course,cet2016-p049-r14-c1,headword,,literal
cet4-w-46260295c6907563f5b3,court,cet2016-p049-r15-c1,headword,1,literal
cet4-w-46260295c6907563f5b3,court,cet2016-p049-r16-c1,headword,2,literal
cet4-w-23963f84fda523bb2017,courtyard,cet2016-p049-r18-c1,headword,,literal
cet4-w-145468abfda7daecf5fa,cousin,cet2016-p049-r19-c1,headword,,literal
cet4-w-9211beac6d5d9d5f0656,cover,cet2016-p049-r20-c1,headword,,literal
cet4-w-68dd71e99866a643e56f,coverage,cet2016-p049-r20-c2,listed_related,,literal
cet4-w-45b1a318118a220bec2d,cow,cet2016-p049-r21-c1,headword,,literal
cet4-w-4ebab9b62939651d6875,coward,cet2016-p049-r22-c1,headword,,literal
cet4-w-0129c2cdc66b2d4105c5,cowardly,cet2016-p049-r22-c2,listed_related,,literal
cet4-w-81059566dac614c80d6b,cowardice,cet2016-p049-r22-c3,listed_related,,literal
cet4-w-370ac0b379af2efcd670,cowboy,cet2016-p049-r23-c1,headword,,literal
cet4-w-e08b2d7352b0253589ff,crab,cet2016-p049-r25-c1,headword,,literal
cet4-w-fe8cb734ab76714a4480,crack,cet2016-p049-r26-c1,headword,,literal
cet4-w-e3e7ab6f235c9e76fc83,cracker,cet2016-p049-r28-c1,headword,,literal
cet4-w-dab9c5f629addb9d97c9,craft,cet2016-p049-r30-c1,headword,,literal
cet4-w-9b5c78b5188097a8493a,crane,cet2016-p049-r32-c1,headword,,literal
cet4-w-5566481b340ba536c05d,crash,cet2016-p049-r33-c1,headword,,literal
cet4-w-dfa09f82adc99aa340ad,crawl,cet2016-p049-r36-c1,headword,,literal
cet4-w-fed5e535e77aacb11904,crazy,cet2016-p049-r37-c1,headword,,literal
cet4-w-77621a640a1881038f7a,craze,cet2016-p049-r37-c2,listed_related,,literal
cet4-w-5f51a852bb354e04bcc7,cream,cet2016-p049-r38-c1,headword,,literal
cet4-w-545a218bb0f346561330,creamy,cet2016-p049-r38-c2,listed_related,,literal
cet4-w-983212b756bebf4755f1,create,cet2016-p049-r39-c1,headword,,literal
cet4-w-b9f63240e57748c9f6b8,creation,cet2016-p049-r39-c2,listed_related,,literal
cet4-w-7a83818d86a409b6584a,creative,cet2016-p049-r39-c3,listed_related,,literal
cet4-w-baf61f16140fa4e622ad,creator,cet2016-p049-r39-c4,listed_related,,literal
cet4-w-6a711cc419c918106e92,creature,cet2016-p049-r40-c1,headword,,literal
cet4-w-46b2ca948cc917d847b6,credit,cet2016-p050-r01-c1,headword,,literal
cet4-w-1aec27ce9a8b1901aa77,creditable,cet2016-p050-r01-c2,listed_related,,literal
cet4-w-55149edcdba6a555bc91,creep,cet2016-p050-r02-c1,headword,,literal
cet4-w-7a5f7868f0739fa70e1c,crew,cet2016-p050-r03-c1,headword,,literal
cet4-w-0bd0052bf525246f2ede,crime,cet2016-p050-r05-c1,headword,,literal
cet4-w-f5ca25e333053ee3871c,criminal,cet2016-p050-r05-c2,listed_related,,literal
cet4-w-7f435199fa7f9de30ee7,crisis,cet2016-p050-r07-c1,headword,,literal
cet4-w-a74a7c5a724302371670,criterion,cet2016-p050-r09-c1,headword,,literal
cet4-w-e7a08c2f3e5fe26a30b3,criticize,cet2016-p050-r10-c1,headword,,orthographic
cet4-w-3fe33a297dc0cf59939d,criticism,cet2016-p050-r10-c2,listed_related,,literal
cet4-w-b93085e2d8d02d02e849,critic,cet2016-p050-r10-c3,listed_related,,literal
cet4-w-5bdd81bb396fc5c9a707,critical,cet2016-p050-r10-c4,listed_related,,literal
cet4-w-d463a2d051a01c53c1b3,crocodile,cet2016-p050-r11-c1,headword,,literal
cet4-w-ca3cc425c0bad2c66074,crop,cet2016-p050-r12-c1,headword,,literal
cet4-w-050939a859ab8fe696cb,cross,cet2016-p050-r13-c1,headword,,literal
cet4-w-83c322b375aa7e9b6805,crossing,cet2016-p050-r13-c2,listed_related,,literal
cet4-w-b87d034a7470f1213882,crowd,cet2016-p050-r16-c1,headword,,literal
cet4-w-e1b28e200b35c37e2b5a,crowded,cet2016-p050-r16-c2,listed_related,,literal
cet4-w-4663daf46f10dc12d0b1,crown,cet2016-p050-r17-c1,headword,,literal
cet4-w-17e8d96f060acfbf3c39,crucial,cet2016-p050-r18-c1,headword,,literal
cet4-w-72fe85beb13cee797e9d,cruel,cet2016-p050-r20-c1,headword,,literal
cet4-w-bd9c3dd9ef15b77c5305,cruelty,cet2016-p050-r20-c2,listed_related,,literal
cet4-w-f8346c8c1bada1e8a9dc,cruise,cet2016-p050-r21-c1,headword,,literal
cet4-w-0a07cc778113cd84c263,cruiser,cet2016-p050-r21-c2,listed_related,,literal
cet4-w-095e70042531b4e8ceda,crush,cet2016-p050-r24-c1,headword,,literal
cet4-w-5eb18da689ea36639989,cry,cet2016-p050-r26-c1,headword,,literal
cet4-w-484a751ca3267efce547,crystal,cet2016-p050-r27-c1,headword,,literal
cet4-w-cde92a8e2b9e4410ff6b,cube,cet2016-p050-r29-c1,headword,,literal
cet4-w-b5cc87f545ccef2ca015,cubic,cet2016-p050-r29-c2,listed_related,,literal
cet4-w-b15e7655f85095935b91,cucumber,cet2016-p050-r30-c1,headword,,literal
cet4-w-a9c7845f5244537eaa30,cue,cet2016-p050-r31-c1,headword,,literal
cet4-w-2e55ab106249d969086d,cultivate,cet2016-p050-r35-c1,headword,,literal
cet4-w-c7e1a656115bd0fc6762,cultivation,cet2016-p050-r35-c2,listed_related,,literal
cet4-w-dac7db93b57a7a1ca4cb,culture,cet2016-p050-r36-c1,headword,,literal
cet4-w-d2a356101300d02bad77,cultural,cet2016-p050-r36-c2,listed_related,,literal
cet4-w-4ccf69b5b9d58b066edc,cup,cet2016-p050-r39-c1,headword,,literal
cet4-w-06314ca15829ba2fb958,cupboard,cet2016-p050-r40-c1,headword,,literal
cet4-w-df1210aa5c66836c7488,curb,cet2016-p050-r41-c1,headword,,literal
cet4-w-756e890f809915763878,cure,cet2016-p050-r42-c1,headword,,literal
cet4-w-ab2d88110a84ea68fe90,curable,cet2016-p050-r42-c2,listed_related,,literal
cet4-w-8fd403fcd8bb86773a20,curious,cet2016-p051-r02-c1,headword,,literal
cet4-w-1329f0feeb197807ff62,curiosity,cet2016-p051-r02-c2,listed_related,,literal
cet4-w-d40cb9b818b84fdf41a9,curl,cet2016-p051-r03-c1,headword,,literal
cet4-w-f164849d4c455c2f3aba,currency,cet2016-p051-r04-c1,headword,,literal
cet4-w-745ce6c2b249e2cf3759,current,cet2016-p051-r05-c1,headword,,literal
cet4-w-b24ee211ed99e09f74e1,currently,cet2016-p051-r05-c2,listed_related,,literal
cet4-w-4a8294f38be67f8c9198,curriculum,cet2016-p051-r06-c1,headword,,literal
cet4-w-e9dec2d2ac5b131ca1d5,curse,cet2016-p051-r07-c1,headword,,literal
cet4-w-5bb77be159b4ecf9ae47,curtain,cet2016-p051-r09-c1,headword,,literal
cet4-w-15541b62490ce452af57,curve,cet2016-p051-r10-c1,headword,,literal
cet4-w-b9afc4fcb7f84f2943d3,cushion,cet2016-p051-r11-c1,headword,,literal
cet4-w-ba322b14ab9faf63e2e9,custom,cet2016-p051-r13-c1,headword,,literal
cet4-w-d70f7f367d4796cda551,customary,cet2016-p051-r13-c2,listed_related,,literal
cet4-w-e65d2cb9b82d8e294a75,customer,cet2016-p051-r14-c1,headword,,literal
cet4-w-8f1e80c80964947107da,customs,cet2016-p051-r15-c1,headword,,literal
cet4-w-e745c68efbbe14a95f55,cut,cet2016-p051-r16-c1,headword,,literal
cet4-w-08e2aa66e907c68193b9,cute,cet2016-p051-r17-c1,headword,,literal
cet4-w-a8253ea06a5a0b35b5db,cyberspace,cet2016-p051-r18-c1,headword,,literal
cet4-w-eab136afd95b5b822fa7,cycle,cet2016-p051-r19-c1,headword,,literal
cet4-w-5f05488a7f1273c35739,cycling,cet2016-p051-r19-c2,listed_related,,literal
cet4-w-b6db9785ba3fc538f756,cyclist,cet2016-p051-r19-c3,listed_related,,literal
cet4-w-f0446011da13cd1d3a74,dad,cet2016-p051-r22-c1,headword,,distinct_lexemes
cet4-w-6d38f6741784f834b449,daddy,cet2016-p051-r22-c1,headword,,distinct_lexemes
cet4-w-f0534ba92419147c818f,daily,cet2016-p051-r23-c1,headword,,literal
cet4-w-954115af2f218077f33e,dairy,cet2016-p051-r24-c1,headword,,literal
cet4-w-0c877fd3b9f54e91b1d1,dam,cet2016-p051-r25-c1,headword,,literal
cet4-w-f3375d88278db365a425,damage,cet2016-p051-r26-c1,headword,,literal
cet4-w-17a7b8b82373ba383800,damn,cet2016-p051-r27-c1,headword,,literal
cet4-w-99c3662cef525894dac0,damp,cet2016-p051-r28-c1,headword,,literal
cet4-w-f00e6c59e448e434eab5,dampen,cet2016-p051-r28-c2,listed_related,,literal
cet4-w-43b6ebab03052bd72946,dance,cet2016-p051-r29-c1,headword,,literal
cet4-w-db2b20d806c4d6742c8f,danger,cet2016-p051-r30-c1,headword,,literal
cet4-w-f141c5043cf2e8070569,dangerous,cet2016-p051-r30-c2,listed_related,,literal
cet4-w-80fea99b9d93c86ff651,dare,cet2016-p051-r31-c1,headword,,literal
cet4-w-81455c50f12eb556b2c7,daring,cet2016-p051-r31-c2,listed_related,,literal
cet4-w-2718aa5d87ea0b08a954,dark,cet2016-p051-r32-c1,headword,,literal
cet4-w-588e174bdb886f96eb7b,darkness,cet2016-p051-r32-c2,listed_related,,literal
cet4-w-aa47ac8b128d0ade8e1c,darken,cet2016-p051-r32-c3,listed_related,,literal
cet4-w-8896232bd2f9e273f51e,darling,cet2016-p051-r33-c1,headword,,literal
cet4-w-e95785df654cfd8cbcad,dash,cet2016-p051-r35-c1,headword,,literal
cet4-w-c8392144ce93fad1caef,data,cet2016-p051-r36-c1,headword,,literal
cet4-w-01341613c1ea4d92a8e5,datum,cet2016-p051-r36-c2,listed_related,,literal
cet4-w-0c3c169a3e258c8cd764,database,cet2016-p051-r37-c1,headword,,literal
cet4-w-bd3606a95b39597ce442,date,cet2016-p051-r38-c1,headword,1,literal
cet4-w-c58294afad9cc3d74011,dating,cet2016-p051-r38-c2,listed_related,,literal
cet4-w-bd3606a95b39597ce442,date,cet2016-p051-r39-c1,headword,2,literal
cet4-w-6aab952d49b8f173cc52,daughter,cet2016-p051-r40-c1,headword,,literal
cet4-w-be64d78de36e2e445a25,dawn,cet2016-p051-r41-c1,headword,,literal
cet4-w-dde23774d53d074b99f4,day,cet2016-p051-r42-c1,headword,,literal
cet4-w-f0534ba92419147c818f,daily,cet2016-p051-r42-c2,listed_related,,literal
cet4-w-c6c4fe145c00448e56a5,daylight,cet2016-p052-r01-c1,headword,,literal
cet4-w-00f8fcd3cf28349f1e94,dead,cet2016-p052-r03-c1,headword,,literal
cet4-w-ae9df0dfa054d634cf3f,deadline,cet2016-p052-r04-c1,headword,,literal
cet4-w-fda634c3062aca4bdfe9,deadly,cet2016-p052-r06-c1,headword,,literal
cet4-w-7c3aca9ba09580c205e2,deaf,cet2016-p052-r07-c1,headword,,literal
cet4-w-f8bd9c09f0b3c9e14d9d,deal,cet2016-p052-r08-c1,headword,1,literal
cet4-w-693fe8ea7591783aaa85,dealer,cet2016-p052-r08-c2,listed_related,,literal
cet4-w-f9805f4336b7049923f3,dealing,cet2016-p052-r08-c3,listed_related,,literal
cet4-w-f8bd9c09f0b3c9e14d9d,deal,cet2016-p052-r09-c1,headword,2,literal
cet4-w-a7119ab4ca5a41f8521f,dean,cet2016-p052-r10-c1,headword,,literal
cet4-w-2cda1ccc912e6156ecf6,dear,cet2016-p052-r11-c1,headword,,literal
cet4-w-2cbedc6eb8d0a3393055,death,cet2016-p052-r12-c1,headword,,literal
cet4-w-f509d94edb426639900e,debate,cet2016-p052-r13-c1,headword,,literal
cet4-w-0726856bcc7c8e4b30ba,debt,cet2016-p052-r15-c1,headword,,literal
cet4-w-df3bec671140af9b31c8,debtor,cet2016-p052-r15-c2,listed_related,,literal
cet4-w-2bc1173aa7b90daecd55,decade,cet2016-p052-r17-c1,headword,,literal
cet4-w-d666fd9dfb06039659c0,decay,cet2016-p052-r18-c1,headword,,literal
cet4-w-c7a62dcb337d47003d58,deceive,cet2016-p052-r19-c1,headword,,literal
cet4-w-2d8cd068d59b838b2923,deceit,cet2016-p052-r19-c2,listed_related,,literal
cet4-w-c0137c78da05744bb4ae,deception,cet2016-p052-r19-c3,listed_related,,literal
cet4-w-b3d76b030d218251d21a,deceptive,cet2016-p052-r19-c4,listed_related,,literal
cet4-w-a4f82e273c1f050d2952,December,cet2016-p052-r20-c1,headword,,literal
cet4-w-28afe999360ef415511d,decent,cet2016-p052-r21-c1,headword,,literal
cet4-w-eb44086fa44e91c8b70d,decide,cet2016-p052-r22-c1,headword,,literal
cet4-w-7e5e49056bf3cb9d92a6,decision,cet2016-p052-r22-c2,listed_related,,literal
cet4-w-bbab34f1e3a3ae6b0045,decisive,cet2016-p052-r22-c3,listed_related,,literal
cet4-w-ff55e0ac309b6e401f8c,deck,cet2016-p052-r24-c1,headword,,literal
cet4-w-4e93cd05c4018613263a,declare,cet2016-p052-r25-c1,headword,,literal
cet4-w-03be3cdd664f221b12ce,declaration,cet2016-p052-r25-c2,listed_related,,literal
cet4-w-5aa7fac3def1db074ea8,declarative,cet2016-p052-r25-c3,listed_related,,literal
cet4-w-9d1b81d6278ca4687a93,decline,cet2016-p052-r26-c1,headword,,literal
cet4-w-1e1423c0bfd86122381d,decorate,cet2016-p052-r27-c1,headword,,literal
cet4-w-0fb21f6e3938d49787fc,decoration,cet2016-p052-r27-c2,listed_related,,literal
cet4-w-a9a4c6b4d887f1efbb07,decorative,cet2016-p052-r27-c3,listed_related,,literal
cet4-w-f5f1ce7013c8b1d281e9,decrease,cet2016-p052-r28-c1,headword,,literal
cet4-w-8e4bf51058790d09720d,deed,cet2016-p052-r33-c1,headword,,literal
cet4-w-93340f15a928680cbcd9,deem,cet2016-p052-r34-c1,headword,,literal
cet4-w-a975c1218b8ff98c121c,deep,cet2016-p052-r35-c1,headword,,literal
cet4-w-a88e785e239dbc5700c7,deeply,cet2016-p052-r35-c2,listed_related,,literal
cet4-w-dc7d51efc22c2764cecc,depth,cet2016-p052-r35-c3,listed_related,,literal
cet4-w-ef7ce832977837fcdd37,deer,cet2016-p052-r36-c1,headword,,literal
cet4-w-507c32e39c375f36e278,defeat,cet2016-p052-r38-c1,headword,,literal
cet4-w-be6434b654a8399751d8,defect,cet2016-p052-r39-c1,headword,1,literal
cet4-w-78c46ac39a833f9462e0,defective,cet2016-p052-r39-c2,listed_related,,literal
cet4-w-be6434b654a8399751d8,defect,cet2016-p052-r40-c1,headword,2,literal
cet4-w-fdfd1e06569a58689515,defection,cet2016-p052-r40-c2,listed_related,,literal
cet4-w-3a8465276f0abc298ef7,defend,cet2016-p052-r41-c1,headword,,literal
cet4-w-e54e1d893a9c1297f9db,defense,cet2016-p052-r41-c2,listed_related,,orthographic
cet4-w-ab0a9a54b304164ca66f,defensive,cet2016-p052-r41-c3,listed_related,,literal
cet4-w-b15885379ad18d09d8e7,defendant,cet2016-p052-r41-c4,listed_related,,literal
cet4-w-9e480b209823b8f961bf,deficient,cet2016-p053-r01-c1,headword,,literal
cet4-w-8b195add62f13cc5fe55,deficiency,cet2016-p053-r01-c2,listed_related,,literal
cet4-w-806940b51ed7f4396244,deficit,cet2016-p053-r02-c1,headword,,literal
cet4-w-a169780abf7de7786d15,define,cet2016-p053-r03-c1,headword,,literal
cet4-w-443d2cc0526b75359d8d,definition,cet2016-p053-r03-c2,listed_related,,literal
cet4-w-63f9017958c1e16a95b1,definite,cet2016-p053-r04-c1,headword,,literal
cet4-w-5ade6c46f9c35c1dc1ac,definitely,cet2016-p053-r04-c2,listed_related,,literal
cet4-w-c725858775098877dfaa,defy,cet2016-p053-r05-c1,headword,,literal
cet4-w-03c5c9bbe5ac6f8aae8c,defiance,cet2016-p053-r05-c2,listed_related,,literal
cet4-w-a45b694c67dc2ed5afce,defiant,cet2016-p053-r05-c3,listed_related,,literal
cet4-w-9569506b3101ddd43afc,degree,cet2016-p053-r08-c1,headword,,literal
cet4-w-f5c083c2c5c6ea81d710,delay,cet2016-p053-r09-c1,headword,,literal
cet4-w-c574c71e601def6e7ce1,delegate,cet2016-p053-r10-c1,headword,,literal
cet4-w-3e60dfe82550f7780fab,delegation,cet2016-p053-r10-c2,listed_related,,literal
cet4-w-f8437483852ef2b3b4d0,delete,cet2016-p053-r11-c1,headword,,literal
cet4-w-e99f0448c2707291ff20,deletion,cet2016-p053-r11-c2,listed_related,,literal
cet4-w-7a80dae242aa1c45ac2c,deliberate,cet2016-p053-r12-c1,headword,,literal
cet4-w-e53e4427fbe7c5d51988,deliberation,cet2016-p053-r12-c2,listed_related,,literal
cet4-w-b35a6fb697e3976de94d,delicate,cet2016-p053-r14-c1,headword,,literal
cet4-w-6de4aefe6cba340bf7d6,delicious,cet2016-p053-r15-c1,headword,,literal
cet4-w-fd80f80bee3c253c9498,delight,cet2016-p053-r16-c1,headword,,literal
cet4-w-d5418fe00ca0746c12b0,delightful,cet2016-p053-r16-c2,listed_related,,literal
cet4-w-8d02b5972de44ca18052,deliver,cet2016-p053-r17-c1,headword,,literal
cet4-w-eea6b2618370a78065b8,delivery,cet2016-p053-r17-c2,listed_related,,literal
cet4-w-e788ae1b30300c3d5fd1,demand,cet2016-p053-r19-c1,headword,,literal
cet4-w-ae2be157fca25b88dc79,demanding,cet2016-p053-r19-c2,listed_related,,literal
cet4-w-bf4878b984879fed4b24,democracy,cet2016-p053-r20-c1,headword,,literal
cet4-w-6790c074cfabeb446ac7,democratic,cet2016-p053-r20-c2,listed_related,,literal
cet4-w-fb7ee2121bd5c43d6e40,democrat,cet2016-p053-r20-c3,listed_related,,literal
cet4-w-e07128afa06e20c99912,demonstrate,cet2016-p053-r22-c1,headword,,literal
cet4-w-e922fff69a6df6a183b6,demonstration,cet2016-p053-r22-c2,listed_related,,distinct_lexemes
cet4-w-43cbd9b34cd10a37b01d,demo,cet2016-p053-r22-c2,listed_related,,distinct_lexemes
cet4-w-337a854689c936ff6121,demonstrative,cet2016-p053-r22-c3,listed_related,,literal
cet4-w-d8e0d05433e3d711f979,dense,cet2016-p053-r25-c1,headword,,literal
cet4-w-a9683b19f5604294e40c,density,cet2016-p053-r25-c2,listed_related,,literal
cet4-w-76d8900e9fdce7ecc303,dent,cet2016-p053-r26-c1,headword,,literal
cet4-w-99368fa566196f354acf,dental,cet2016-p053-r27-c1,headword,,literal
cet4-w-8bfb6bdb009000e7f45c,dentist,cet2016-p053-r28-c1,headword,,literal
cet4-w-fdeb4354c9b368057533,deny,cet2016-p053-r29-c1,headword,,literal
cet4-w-c344dfe701600d89d85b,denial,cet2016-p053-r29-c2,listed_related,,literal
cet4-w-0fdebd5fa4a9e2f00269,depart,cet2016-p053-r30-c1,headword,,literal
cet4-w-ca667a2aa41172205b11,departure,cet2016-p053-r30-c2,listed_related,,literal
cet4-w-ceb4d8f5ae1829320b1a,department,cet2016-p053-r31-c1,headword,,literal
cet4-w-619fa19156232f114636,depend,cet2016-p053-r32-c1,headword,,literal
cet4-w-ccc256cf4245a29a2f1b,dependent,cet2016-p053-r32-c2,listed_related,,literal
cet4-w-5fe22645b51a916e6ef8,dependence,cet2016-p053-r32-c3,listed_related,,literal
cet4-w-14ef9d419c1ce60541fb,dependable,cet2016-p053-r32-c4,listed_related,,literal
cet4-w-42a56df6c5757749079d,deposit,cet2016-p053-r38-c1,headword,,literal
cet4-w-cd0fa4719c2ed848c7ce,depress,cet2016-p053-r41-c1,headword,,literal
cet4-w-2f8902e563b130793d6b,depression,cet2016-p053-r41-c2,listed_related,,literal
cet4-w-bc1b9fea2c13fd98e45d,deprive,cet2016-p053-r42-c1,headword,,literal
cet4-w-f77e431d72f47abee64d,deprivation,cet2016-p053-r42-c2,listed_related,,literal
cet4-w-dc7d51efc22c2764cecc,depth,cet2016-p054-r01-c1,headword,,literal
cet4-w-e219f37363dc7ff22f18,deputy,cet2016-p054-r02-c1,headword,,literal
cet4-w-44c9428904d1a5da9bf0,derive,cet2016-p054-r05-c1,headword,,literal
cet4-w-69fd94068968e1f41368,derivative,cet2016-p054-r05-c2,listed_related,,literal
cet4-w-7c4a95e44fa8090d7645,derivation,cet2016-p054-r05-c3,listed_related,,literal
cet4-w-96726e7b27ab910df932,descend,cet2016-p054-r06-c1,headword,,literal
cet4-w-c8ef8554490d04c1d8d9,descent,cet2016-p054-r06-c2,listed_related,,literal
cet4-w-ff222937856c35c5c5fe,descendant,cet2016-p054-r06-c3,listed_related,,literal
cet4-w-3d115ac72f6ca75bfc87,describe,cet2016-p054-r07-c1,headword,,literal
cet4-w-dfff57c29a53faabbe00,description,cet2016-p054-r07-c2,listed_related,,literal
cet4-w-cae796ee1b18bde01e4e,descriptive,cet2016-p054-r07-c3,listed_related,,literal
cet4-w-38b7900b2e2919f0c8fd,desert,cet2016-p054-r08-c1,headword,1,literal
cet4-w-38b7900b2e2919f0c8fd,desert,cet2016-p054-r09-c1,headword,2,literal
cet4-w-b58e1d54da2a93dcf231,desertion,cet2016-p054-r09-c2,listed_related,,literal
cet4-w-641b0a20e6d1f2b76a21,deserve,cet2016-p054-r10-c1,headword,,literal
cet4-w-f77357c16ffd794c446f,design,cet2016-p054-r11-c1,headword,,literal
cet4-w-4ed4ede9b3189e291a4e,designer,cet2016-p054-r11-c2,listed_related,,literal
cet4-w-cc80d38eba81cc655e76,desire,cet2016-p054-r13-c1,headword,,literal
cet4-w-8914c1fd627f039efe18,desirable,cet2016-p054-r13-c2,listed_related,,literal
cet4-w-b6c48b39f341ad902af7,desirability,cet2016-p054-r13-c3,listed_related,,literal
cet4-w-20fbc13c11a7338f02db,desirous,cet2016-p054-r13-c4,listed_related,,literal
cet4-w-1657dd07e38f29d1e264,desk,cet2016-p054-r14-c1,headword,,literal
cet4-w-cbf376fed6b3bd5336bc,desktop,cet2016-p054-r15-c1,headword,,literal
cet4-w-151e582294fa5fc5958a,despair,cet2016-p054-r17-c1,headword,,literal
cet4-w-5bffffd768f190b56772,desperate,cet2016-p054-r17-c2,listed_related,,literal
cet4-w-17e22819a92bdc6ccd4a,despatch,cet2016-p054-r18-c1,headword,,literal
cet4-w-199474581cd95f61906f,despite,cet2016-p054-r20-c1,headword,,literal
cet4-w-3bc6d4c4eb9549dbd85a,dessert,cet2016-p054-r21-c1,headword,,literal
cet4-w-7713623899fa42f58bf7,destination,cet2016-p054-r22-c1,headword,,literal
cet4-w-90ba04db02cdc6ed2347,destroy,cet2016-p054-r24-c1,headword,,literal
cet4-w-ddabef2e01a6261ccd4d,destruction,cet2016-p054-r24-c2,listed_related,,literal
cet4-w-323f5a6a6a46ad24d0e0,destructive,cet2016-p054-r24-c3,listed_related,,literal
cet4-w-63162a181a2a111537db,detail,cet2016-p054-r26-c1,headword,,literal
cet4-w-6ad4be45db50b1d446c3,detailed,cet2016-p054-r26-c2,listed_related,,literal
cet4-w-917fc4ce1630f426008e,detect,cet2016-p054-r28-c1,headword,,literal
cet4-w-26c454a331e3451e96ca,detection,cet2016-p054-r28-c2,listed_related,,literal
cet4-w-e2c4ef839c230f510870,detective,cet2016-p054-r28-c3,listed_related,,literal
cet4-w-217964b89203792e585c,deteriorate,cet2016-p054-r31-c1,headword,,literal
cet4-w-51892a4346c6d6cb4cd1,deterioration,cet2016-p054-r31-c2,listed_related,,literal
cet4-w-8c6609513564399a14df,determine,cet2016-p054-r32-c1,headword,,literal
cet4-w-7d720497dea5ebdac773,determination,cet2016-p054-r32-c2,listed_related,,literal
cet4-w-9fb7d6f40584b1aa38ff,determined,cet2016-p054-r32-c3,listed_related,,literal
cet4-w-8ad101938247e6865c88,develop,cet2016-p054-r35-c1,headword,,literal
cet4-w-a5e7a1ee70f4a4aee040,development,cet2016-p054-r35-c2,listed_related,,literal
cet4-w-ff5d800c557fab9799c9,developmental,cet2016-p054-r35-c3,listed_related,,literal
cet4-w-c5c54afccb31e70c42fd,developer,cet2016-p054-r35-c4,listed_related,,literal
cet4-w-4b5f624085344c7da1a5,device,cet2016-p054-r37-c1,headword,,literal
cet4-w-c6d84120f93cca32129f,devil,cet2016-p054-r38-c1,headword,,literal
cet4-w-c6b7d4634bf43142fe7a,devise,cet2016-p054-r39-c1,headword,,literal
cet4-w-6781c6d624ece6c65cc6,devote,cet2016-p054-r40-c1,headword,,literal
cet4-w-2dd3f2d3aa5040107557,devotion,cet2016-p054-r40-c2,listed_related,,literal
cet4-w-7bc065b7da6e5437ba0e,dew,cet2016-p054-r42-c1,headword,,literal
cet4-w-c5de5459534274f0f98e,diabetes,cet2016-p055-r01-c1,headword,,literal
cet4-w-9b6a8d25e15f7ad675cb,diagnose,cet2016-p055-r02-c1,headword,,literal
