source_entry_id,source_id,pdf_page,printed_page,row,column,x,baseline_y,raw_text,normalized_text,homograph_number,entry_role,head_entry_id,head_text,head_is_cet6,level_basis
cet2016-p021-r01-c1,neea-cet-syllabus-2016,21,16,1,1,81.173,668.79,a/an,a/an,,headword,cet2016-p021-r01-c1,a/an,false,printed_head_star
cet2016-p021-r02-c1,neea-cet-syllabus-2016,21,16,2,1,81.173,654.62,abandon,abandon,,headword,cet2016-p021-r02-c1,abandon,false,printed_head_star
cet2016-p021-r03-c1,neea-cet-syllabus-2016,21,16,3,1,69.626,640.45,★abbreviation,abbreviation,,headword,cet2016-p021-r03-c1,abbreviation,true,printed_head_star
cet2016-p021-r04-c1,neea-cet-syllabus-2016,21,16,4,1,69.626,626.28,★abide,abide,,headword,cet2016-p021-r04-c1,abide,true,printed_head_star
cet2016-p021-r05-c1,neea-cet-syllabus-2016,21,16,5,1,81.173,612.11,able,able,,headword,cet2016-p021-r05-c1,able,false,printed_head_star
cet2016-p021-r05-c2,neea-cet-syllabus-2016,21,16,5,2,168.602,612.11,ability,ability,,listed_related,cet2016-p021-r05-c1,able,false,inherited_from_head_row
cet2016-p021-r06-c1,neea-cet-syllabus-2016,21,16,6,1,69.626,597.94,★abnormal,abnormal,,headword,cet2016-p021-r06-c1,abnormal,true,printed_head_star
cet2016-p021-r07-c1,neea-cet-syllabus-2016,21,16,7,1,81.173,583.77,aboard,aboard,,headword,cet2016-p021-r07-c1,aboard,false,printed_head_star
cet2016-p021-r08-c1,neea-cet-syllabus-2016,21,16,8,1,81.173,569.6,abolish,abolish,,headword,cet2016-p021-r08-c1,abolish,false,printed_head_star
cet2016-p021-r08-c2,neea-cet-syllabus-2016,21,16,8,2,168.602,569.6,abolition,abolition,,listed_related,cet2016-p021-r08-c1,abolish,false,inherited_from_head_row
cet2016-p021-r09-c1,neea-cet-syllabus-2016,21,16,9,1,69.626,555.43,★abort,abort,,headword,cet2016-p021-r09-c1,abort,true,printed_head_star
cet2016-p021-r09-c2,neea-cet-syllabus-2016,21,16,9,2,168.602,555.43,abortion,abortion,,listed_related,cet2016-p021-r09-c1,abort,true,inherited_from_head_row
cet2016-p021-r10-c1,neea-cet-syllabus-2016,21,16,10,1,81.173,541.26,about,about,,headword,cet2016-p021-r10-c1,about,false,printed_head_star
cet2016-p021-r11-c1,neea-cet-syllabus-2016,21,16,11,1,81.173,527.09,above,above,,headword,cet2016-p021-r11-c1,above,false,printed_head_star
cet2016-p021-r12-c1,neea-cet-syllabus-2016,21,16,12,1,69.626,512.92,★abreast,abreast,,headword,cet2016-p021-r12-c1,abreast,true,printed_head_star
cet2016-p021-r13-c1,neea-cet-syllabus-2016,21,16,13,1,81.173,498.75,abroad,abroad,,headword,cet2016-p021-r13-c1,abroad,false,printed_head_star
cet2016-p021-r14-c1,neea-cet-syllabus-2016,21,16,14,1,69.626,484.58,★abrupt,abrupt,,headword,cet2016-p021-r14-c1,abrupt,true,printed_head_star
cet2016-p021-r15-c1,neea-cet-syllabus-2016,21,16,15,1,81.173,470.41,absent,absent,,headword,cet2016-p021-r15-c1,absent,false,printed_head_star
cet2016-p021-r15-c2,neea-cet-syllabus-2016,21,16,15,2,168.602,470.41,absence,absence,,listed_related,cet2016-p021-r15-c1,absent,false,inherited_from_head_row
cet2016-p021-r16-c1,neea-cet-syllabus-2016,21,16,16,1,81.173,456.24,absolute,absolute,,headword,cet2016-p021-r16-c1,absolute,false,printed_head_star
cet2016-p021-r17-c1,neea-cet-syllabus-2016,21,16,17,1,81.173,442.07,absorb,absorb,,headword,cet2016-p021-r17-c1,absorb,false,printed_head_star
cet2016-p021-r17-c2,neea-cet-syllabus-2016,21,16,17,2,168.602,442.07,absorption,absorption,,listed_related,cet2016-p021-r17-c1,absorb,false,inherited_from_head_row
cet2016-p021-r18-c1,neea-cet-syllabus-2016,21,16,18,1,81.173,427.9,abstract,abstract,,headword,cet2016-p021-r18-c1,abstract,false,printed_head_star
cet2016-p021-r19-c1,neea-cet-syllabus-2016,21,16,19,1,69.626,413.73,★absurd,absurd,,headword,cet2016-p021-r19-c1,absurd,true,printed_head_star
cet2016-p021-r19-c2,neea-cet-syllabus-2016,21,16,19,2,168.602,413.73,absurdity,absurdity,,listed_related,cet2016-p021-r19-c1,absurd,true,inherited_from_head_row
cet2016-p021-r20-c1,neea-cet-syllabus-2016,21,16,20,1,81.173,399.56,abundant,abundant,,headword,cet2016-p021-r20-c1,abundant,false,printed_head_star
cet2016-p021-r20-c2,neea-cet-syllabus-2016,21,16,20,2,168.602,399.56,abundance,abundance,,listed_related,cet2016-p021-r20-c1,abundant,false,inherited_from_head_row
cet2016-p021-r21-c1,neea-cet-syllabus-2016,21,16,21,1,81.173,385.39,abuse,abuse,,headword,cet2016-p021-r21-c1,abuse,false,printed_head_star
cet2016-p021-r21-c2,neea-cet-syllabus-2016,21,16,21,2,168.602,385.39,abusive,abusive,,listed_related,cet2016-p021-r21-c1,abuse,false,inherited_from_head_row
cet2016-p021-r22-c1,neea-cet-syllabus-2016,21,16,22,1,81.173,371.22,academy,academy,,headword,cet2016-p021-r22-c1,academy,false,printed_head_star
cet2016-p021-r22-c2,neea-cet-syllabus-2016,21,16,22,2,168.602,371.22,academic,academic,,listed_related,cet2016-p021-r22-c1,academy,false,inherited_from_head_row
cet2016-p021-r22-c3,neea-cet-syllabus-2016,21,16,22,3,250.791,371.22,academician,academician,,listed_related,cet2016-p021-r22-c1,academy,false,inherited_from_head_row
cet2016-p021-r23-c1,neea-cet-syllabus-2016,21,16,23,1,81.173,357.05,accelerate,accelerate,,headword,cet2016-p021-r23-c1,accelerate,false,printed_head_star
cet2016-p021-r23-c2,neea-cet-syllabus-2016,21,16,23,2,168.602,357.05,acceleration,acceleration,,listed_related,cet2016-p021-r23-c1,accelerate,false,inherited_from_head_row
cet2016-p021-r24-c1,neea-cet-syllabus-2016,21,16,24,1,81.173,342.88,accent,accent,,headword,cet2016-p021-r24-c1,accent,false,printed_head_star
cet2016-p021-r25-c1,neea-cet-syllabus-2016,21,16,25,1,81.173,328.71,accept,accept,,headword,cet2016-p021-r25-c1,accept,false,printed_head_star
cet2016-p021-r25-c2,neea-cet-syllabus-2016,21,16,25,2,168.602,328.71,acceptance,acceptance,,listed_related,cet2016-p021-r25-c1,accept,false,inherited_from_head_row
cet2016-p021-r25-c3,neea-cet-syllabus-2016,21,16,25,3,250.791,328.71,acceptable,acceptable,,listed_related,cet2016-p021-r25-c1,accept,false,inherited_from_head_row
cet2016-p021-r26-c1,neea-cet-syllabus-2016,21,16,26,1,81.173,314.54,access,access,,headword,cet2016-p021-r26-c1,access,false,printed_head_star
cet2016-p021-r26-c2,neea-cet-syllabus-2016,21,16,26,2,168.602,314.54,accessible,accessible,,listed_related,cet2016-p021-r26-c1,access,false,inherited_from_head_row
cet2016-p021-r27-c1,neea-cet-syllabus-2016,21,16,27,1,69.626,300.37,★accessory,accessory,,headword,cet2016-p021-r27-c1,accessory,true,printed_head_star
cet2016-p021-r28-c1,neea-cet-syllabus-2016,21,16,28,1,81.173,286.2,accident,accident,,headword,cet2016-p021-r28-c1,accident,false,printed_head_star
cet2016-p021-r28-c2,neea-cet-syllabus-2016,21,16,28,2,168.602,286.2,accidental,accidental,,listed_related,cet2016-p021-r28-c1,accident,false,inherited_from_head_row
cet2016-p021-r29-c1,neea-cet-syllabus-2016,21,16,29,1,69.626,272.03,★acclaim,acclaim,,headword,cet2016-p021-r29-c1,acclaim,true,printed_head_star
cet2016-p021-r30-c1,neea-cet-syllabus-2016,21,16,30,1,81.173,257.86,accommodate,accommodate,,headword,cet2016-p021-r30-c1,accommodate,false,printed_head_star
cet2016-p021-r30-c2,neea-cet-syllabus-2016,21,16,30,2,168.602,257.86,accommodation,accommodation,,listed_related,cet2016-p021-r30-c1,accommodate,false,inherited_from_head_row
cet2016-p021-r31-c1,neea-cet-syllabus-2016,21,16,31,1,81.173,243.69,accompany,accompany,,headword,cet2016-p021-r31-c1,accompany,false,printed_head_star
cet2016-p021-r32-c1,neea-cet-syllabus-2016,21,16,32,1,81.173,229.52,accomplish,accomplish,,headword,cet2016-p021-r32-c1,accomplish,false,printed_head_star
cet2016-p021-r32-c2,neea-cet-syllabus-2016,21,16,32,2,168.602,229.52,accomplishment,accomplishment,,listed_related,cet2016-p021-r32-c1,accomplish,false,inherited_from_head_row
cet2016-p021-r33-c1,neea-cet-syllabus-2016,21,16,33,1,81.173,215.35,accord,accord,,headword,cet2016-p021-r33-c1,accord,false,printed_head_star
cet2016-p021-r34-c1,neea-cet-syllabus-2016,21,16,34,1,81.173,201.18,accordance,accordance,,headword,cet2016-p021-r34-c1,accordance,false,printed_head_star
cet2016-p021-r35-c1,neea-cet-syllabus-2016,21,16,35,1,81.173,187.01,accordingto,according to,,headword,cet2016-p021-r35-c1,according to,false,printed_head_star
cet2016-p021-r36-c1,neea-cet-syllabus-2016,21,16,36,1,81.173,172.84,accordingly,accordingly,,headword,cet2016-p021-r36-c1,accordingly,false,printed_head_star
cet2016-p021-r37-c1,neea-cet-syllabus-2016,21,16,37,1,81.173,158.67,account,account,,headword,cet2016-p021-r37-c1,account,false,printed_head_star
cet2016-p021-r37-c2,neea-cet-syllabus-2016,21,16,37,2,168.602,158.67,accounting,accounting,,listed_related,cet2016-p021-r37-c1,account,false,inherited_from_head_row
cet2016-p021-r37-c3,neea-cet-syllabus-2016,21,16,37,3,250.791,158.67,accountant,accountant,,listed_related,cet2016-p021-r37-c1,account,false,inherited_from_head_row
cet2016-p021-r37-c4,neea-cet-syllabus-2016,21,16,37,4,332.979,158.67,accountancy,accountancy,,listed_related,cet2016-p021-r37-c1,account,false,inherited_from_head_row
cet2016-p021-r38-c1,neea-cet-syllabus-2016,21,16,38,1,81.173,144.5,accountable,accountable,,headword,cet2016-p021-r38-c1,accountable,false,printed_head_star
cet2016-p021-r38-c2,neea-cet-syllabus-2016,21,16,38,2,168.602,144.5,accountability,accountability,,listed_related,cet2016-p021-r38-c1,accountable,false,inherited_from_head_row
cet2016-p021-r39-c1,neea-cet-syllabus-2016,21,16,39,1,81.173,130.33,accumulate,accumulate,,headword,cet2016-p021-r39-c1,accumulate,false,printed_head_star
cet2016-p021-r39-c2,neea-cet-syllabus-2016,21,16,39,2,168.602,130.33,accumulation,accumulation,,listed_related,cet2016-p021-r39-c1,accumulate,false,inherited_from_head_row
cet2016-p021-r39-c3,neea-cet-syllabus-2016,21,16,39,3,250.791,130.33,accumulative,accumulative,,listed_related,cet2016-p021-r39-c1,accumulate,false,inherited_from_head_row
cet2016-p021-r40-c1,neea-cet-syllabus-2016,21,16,40,1,81.173,116.16,accurate,accurate,,headword,cet2016-p021-r40-c1,accurate,false,printed_head_star
cet2016-p021-r40-c2,neea-cet-syllabus-2016,21,16,40,2,168.602,116.16,accuracy,accuracy,,listed_related,cet2016-p021-r40-c1,accurate,false,inherited_from_head_row
cet2016-p021-r41-c1,neea-cet-syllabus-2016,21,16,41,1,81.173,101.99,accuse,accuse,,headword,cet2016-p021-r41-c1,accuse,false,printed_head_star
cet2016-p021-r41-c2,neea-cet-syllabus-2016,21,16,41,2,168.602,101.99,accusation,accusation,,listed_related,cet2016-p021-r41-c1,accuse,false,inherited_from_head_row
cet2016-p021-r42-c1,neea-cet-syllabus-2016,21,16,42,1,81.173,87.82,accustom,accustom,,headword,cet2016-p021-r42-c1,accustom,false,printed_head_star
cet2016-p021-r42-c2,neea-cet-syllabus-2016,21,16,42,2,168.602,87.82,accustomed,accustomed,,listed_related,cet2016-p021-r42-c1,accustom,false,inherited_from_head_row
cet2016-p022-r01-c1,neea-cet-syllabus-2016,22,17,1,1,81.412,668.79,ace,ace,,headword,cet2016-p022-r01-c1,ace,false,printed_head_star
cet2016-p022-r02-c1,neea-cet-syllabus-2016,22,17,2,1,81.412,654.62,ache,ache,,headword,cet2016-p022-r02-c1,ache,false,printed_head_star
cet2016-p022-r03-c1,neea-cet-syllabus-2016,22,17,3,1,81.412,640.45,achieve,achieve,,headword,cet2016-p022-r03-c1,achieve,false,printed_head_star
cet2016-p022-r03-c2,neea-cet-syllabus-2016,22,17,3,2,168.841,640.45,achievement,achievement,,listed_related,cet2016-p022-r03-c1,achieve,false,inherited_from_head_row
cet2016-p022-r04-c1,neea-cet-syllabus-2016,22,17,4,1,81.412,626.28,acid,acid,,headword,cet2016-p022-r04-c1,acid,false,printed_head_star
cet2016-p022-r04-c2,neea-cet-syllabus-2016,22,17,4,2,168.841,626.28,acidity,acidity,,listed_related,cet2016-p022-r04-c1,acid,false,inherited_from_head_row
cet2016-p022-r05-c1,neea-cet-syllabus-2016,22,17,5,1,81.412,612.11,acknowledge,acknowledge,,headword,cet2016-p022-r05-c1,acknowledge,false,printed_head_star
cet2016-p022-r05-c2,neea-cet-syllabus-2016,22,17,5,2,168.841,612.11,acknowledgement,acknowledgement,,listed_related,cet2016-p022-r05-c1,acknowledge,false,inherited_from_head_row
cet2016-p022-r06-c1,neea-cet-syllabus-2016,22,17,6,1,81.412,597.94,acquaint,acquaint,,headword,cet2016-p022-r06-c1,acquaint,false,printed_head_star
cet2016-p022-r06-c2,neea-cet-syllabus-2016,22,17,6,2,168.841,597.94,acquaintance,acquaintance,,listed_related,cet2016-p022-r06-c1,acquaint,false,inherited_from_head_row
cet2016-p022-r07-c1,neea-cet-syllabus-2016,22,17,7,1,81.412,583.77,acquire,acquire,,headword,cet2016-p022-r07-c1,acquire,false,printed_head_star
cet2016-p022-r07-c2,neea-cet-syllabus-2016,22,17,7,2,168.841,583.77,acquisition,acquisition,,listed_related,cet2016-p022-r07-c1,acquire,false,inherited_from_head_row
cet2016-p022-r08-c1,neea-cet-syllabus-2016,22,17,8,1,81.412,569.6,acre,acre,,headword,cet2016-p022-r08-c1,acre,false,printed_head_star
cet2016-p022-r09-c1,neea-cet-syllabus-2016,22,17,9,1,81.412,555.43,across,across,,headword,cet2016-p022-r09-c1,across,false,printed_head_star
cet2016-p022-r10-c1,neea-cet-syllabus-2016,22,17,10,1,81.412,541.26,act,act,,headword,cet2016-p022-r10-c1,act,false,printed_head_star
cet2016-p022-r10-c2,neea-cet-syllabus-2016,22,17,10,2,168.841,541.26,action,action,,listed_related,cet2016-p022-r10-c1,act,false,inherited_from_head_row
cet2016-p022-r10-c3,neea-cet-syllabus-2016,22,17,10,3,251.03,541.26,acting,acting,,listed_related,cet2016-p022-r10-c1,act,false,inherited_from_head_row
cet2016-p022-r11-c1,neea-cet-syllabus-2016,22,17,11,1,69.865,527.09,★activate,activate,,headword,cet2016-p022-r11-c1,activate,true,printed_head_star
cet2016-p022-r12-c1,neea-cet-syllabus-2016,22,17,12,1,81.412,512.92,active,active,,headword,cet2016-p022-r12-c1,active,false,printed_head_star
cet2016-p022-r12-c2,neea-cet-syllabus-2016,22,17,12,2,168.841,512.92,activity,activity,,listed_related,cet2016-p022-r12-c1,active,false,inherited_from_head_row
cet2016-p022-r12-c3,neea-cet-syllabus-2016,22,17,12,3,251.03,512.92,activist,activist,,listed_related,cet2016-p022-r12-c1,active,false,inherited_from_head_row
cet2016-p022-r13-c1,neea-cet-syllabus-2016,22,17,13,1,81.412,498.75,actor,actor,,headword,cet2016-p022-r13-c1,actor,false,printed_head_star
cet2016-p022-r13-c2,neea-cet-syllabus-2016,22,17,13,2,168.841,498.75,actress,actress,,listed_related,cet2016-p022-r13-c1,actor,false,inherited_from_head_row
cet2016-p022-r14-c1,neea-cet-syllabus-2016,22,17,14,1,81.412,484.58,actual,actual,,headword,cet2016-p022-r14-c1,actual,false,printed_head_star
cet2016-p022-r14-c2,neea-cet-syllabus-2016,22,17,14,2,168.841,484.58,actually,actually,,listed_related,cet2016-p022-r14-c1,actual,false,inherited_from_head_row
cet2016-p022-r15-c1,neea-cet-syllabus-2016,22,17,15,1,69.865,470.41,★acupuncture,acupuncture,,headword,cet2016-p022-r15-c1,acupuncture,true,printed_head_star
cet2016-p022-r16-c1,neea-cet-syllabus-2016,22,17,16,1,81.412,456.24,acute,acute,,headword,cet2016-p022-r16-c1,acute,false,printed_head_star
cet2016-p022-r17-c1,neea-cet-syllabus-2016,22,17,17,1,81.412,442.07,adapt,adapt,,headword,cet2016-p022-r17-c1,adapt,false,printed_head_star
cet2016-p022-r17-c2,neea-cet-syllabus-2016,22,17,17,2,168.841,442.07,adaptation,adaptation,,listed_related,cet2016-p022-r17-c1,adapt,false,inherited_from_head_row
cet2016-p022-r17-c3,neea-cet-syllabus-2016,22,17,17,3,251.03,442.07,adaptive,adaptive,,listed_related,cet2016-p022-r17-c1,adapt,false,inherited_from_head_row
cet2016-p022-r18-c1,neea-cet-syllabus-2016,22,17,18,1,81.412,427.9,add,add,,headword,cet2016-p022-r18-c1,add,false,printed_head_star
cet2016-p022-r18-c2,neea-cet-syllabus-2016,22,17,18,2,168.841,427.9,addition,addition,,listed_related,cet2016-p022-r18-c1,add,false,inherited_from_head_row
cet2016-p022-r18-c3,neea-cet-syllabus-2016,22,17,18,3,251.03,427.9,additional,additional,,listed_related,cet2016-p022-r18-c1,add,false,inherited_from_head_row
cet2016-p022-r19-c1,neea-cet-syllabus-2016,22,17,19,1,81.412,413.73,addict,addict,,headword,cet2016-p022-r19-c1,addict,false,printed_head_star
cet2016-p022-r19-c2,neea-cet-syllabus-2016,22,17,19,2,168.841,413.73,addiction,addiction,,listed_related,cet2016-p022-r19-c1,addict,false,inherited_from_head_row
cet2016-p022-r19-c3,neea-cet-syllabus-2016,22,17,19,3,251.03,413.73,addictive,addictive,,listed_related,cet2016-p022-r19-c1,addict,false,inherited_from_head_row
cet2016-p022-r20-c1,neea-cet-syllabus-2016,22,17,20,1,81.412,399.56,address,address,,headword,cet2016-p022-r20-c1,address,false,printed_head_star
cet2016-p022-r21-c1,neea-cet-syllabus-2016,22,17,21,1,81.412,385.39,adequate,adequate,,headword,cet2016-p022-r21-c1,adequate,false,printed_head_star
cet2016-p022-r21-c2,neea-cet-syllabus-2016,22,17,21,2,168.841,385.39,adequacy,adequacy,,listed_related,cet2016-p022-r21-c1,adequate,false,inherited_from_head_row
cet2016-p022-r21-c3,neea-cet-syllabus-2016,22,17,21,3,251.03,385.39,adequately,adequately,,listed_related,cet2016-p022-r21-c1,adequate,false,inherited_from_head_row
cet2016-p022-r22-c1,neea-cet-syllabus-2016,22,17,22,1,69.865,371.22,★adhere,adhere,,headword,cet2016-p022-r22-c1,adhere,true,printed_head_star
cet2016-p022-r22-c2,neea-cet-syllabus-2016,22,17,22,2,168.841,371.22,adherence,adherence,,listed_related,cet2016-p022-r22-c1,adhere,true,inherited_from_head_row
cet2016-p022-r23-c1,neea-cet-syllabus-2016,22,17,23,1,69.865,357.05,★adjacent,adjacent,,headword,cet2016-p022-r23-c1,adjacent,true,printed_head_star
cet2016-p022-r24-c1,neea-cet-syllabus-2016,22,17,24,1,81.412,342.88,adjective,adjective,,headword,cet2016-p022-r24-c1,adjective,false,printed_head_star
cet2016-p022-r25-c1,neea-cet-syllabus-2016,22,17,25,1,81.412,328.71,adjust,adjust,,headword,cet2016-p022-r25-c1,adjust,false,printed_head_star
cet2016-p022-r25-c2,neea-cet-syllabus-2016,22,17,25,2,168.841,328.71,adjustment,adjustment,,listed_related,cet2016-p022-r25-c1,adjust,false,inherited_from_head_row
cet2016-p022-r26-c1,neea-cet-syllabus-2016,22,17,26,1,81.412,314.54,administer/administrate,administer/administrate,,headword,cet2016-p022-r26-c1,administer/administrate,false,printed_head_star
cet2016-p022-r26-c2,neea-cet-syllabus-2016,22,17,26,2,251.03,314.54,administration,administration,,listed_related,cet2016-p022-r26-c1,administer/administrate,false,inherited_from_head_row
cet2016-p022-r26-c3,neea-cet-syllabus-2016,22,17,26,3,333.218,314.54,administrative,administrative,,listed_related,cet2016-p022-r26-c1,administer/administrate,false,inherited_from_head_row
cet2016-p022-r27-c1,neea-cet-syllabus-2016,22,17,27,1,81.412,300.37,admire,admire,,headword,cet2016-p022-r27-c1,admire,false,printed_head_star
cet2016-p022-r27-c2,neea-cet-syllabus-2016,22,17,27,2,168.841,300.37,admiration,admiration,,listed_related,cet2016-p022-r27-c1,admire,false,inherited_from_head_row
cet2016-p022-r27-c3,neea-cet-syllabus-2016,22,17,27,3,251.03,300.37,admirable,admirable,,listed_related,cet2016-p022-r27-c1,admire,false,inherited_from_head_row
cet2016-p022-r28-c1,neea-cet-syllabus-2016,22,17,28,1,81.412,286.2,admit,admit,,headword,cet2016-p022-r28-c1,admit,false,printed_head_star
cet2016-p022-r28-c2,neea-cet-syllabus-2016,22,17,28,2,168.841,286.2,admission,admission,,listed_related,cet2016-p022-r28-c1,admit,false,inherited_from_head_row
cet2016-p022-r28-c3,neea-cet-syllabus-2016,22,17,28,3,251.03,286.2,admittance,admittance,,listed_related,cet2016-p022-r28-c1,admit,false,inherited_from_head_row
cet2016-p022-r28-c4,neea-cet-syllabus-2016,22,17,28,4,333.218,286.2,admittedly,admittedly,,listed_related,cet2016-p022-r28-c1,admit,false,inherited_from_head_row
cet2016-p022-r29-c1,neea-cet-syllabus-2016,22,17,29,1,69.865,272.03,★adolescent,adolescent,,headword,cet2016-p022-r29-c1,adolescent,true,printed_head_star
cet2016-p022-r29-c2,neea-cet-syllabus-2016,22,17,29,2,168.841,272.03,adolescence,adolescence,,listed_related,cet2016-p022-r29-c1,adolescent,true,inherited_from_head_row
cet2016-p022-r30-c1,neea-cet-syllabus-2016,22,17,30,1,81.412,257.86,adopt,adopt,,headword,cet2016-p022-r30-c1,adopt,false,printed_head_star
cet2016-p022-r30-c2,neea-cet-syllabus-2016,22,17,30,2,168.841,257.86,adoption,adoption,,listed_related,cet2016-p022-r30-c1,adopt,false,inherited_from_head_row
cet2016-p022-r31-c1,neea-cet-syllabus-2016,22,17,31,1,69.865,243.69,★adore,adore,,headword,cet2016-p022-r31-c1,adore,true,printed_head_star
cet2016-p022-r31-c2,neea-cet-syllabus-2016,22,17,31,2,168.841,243.69,adorable,adorable,,listed_related,cet2016-p022-r31-c1,adore,true,inherited_from_head_row
cet2016-p022-r32-c1,neea-cet-syllabus-2016,22,17,32,1,81.412,229.52,adult,adult,,headword,cet2016-p022-r32-c1,adult,false,printed_head_star
cet2016-p022-r32-c2,neea-cet-syllabus-2016,22,17,32,2,168.841,229.52,adulthood,adulthood,,listed_related,cet2016-p022-r32-c1,adult,false,inherited_from_head_row
cet2016-p022-r33-c1,neea-cet-syllabus-2016,22,17,33,1,81.412,215.35,advance,advance,,headword,cet2016-p022-r33-c1,advance,false,printed_head_star
cet2016-p022-r33-c2,neea-cet-syllabus-2016,22,17,33,2,168.841,215.35,advancement,advancement,,listed_related,cet2016-p022-r33-c1,advance,false,inherited_from_head_row
cet2016-p022-r33-c3,neea-cet-syllabus-2016,22,17,33,3,251.03,215.35,advanced,advanced,,listed_related,cet2016-p022-r33-c1,advance,false,inherited_from_head_row
cet2016-p022-r34-c1,neea-cet-syllabus-2016,22,17,34,1,81.412,201.18,advantage,advantage,,headword,cet2016-p022-r34-c1,advantage,false,printed_head_star
cet2016-p022-r34-c2,neea-cet-syllabus-2016,22,17,34,2,168.841,201.18,advantageous,advantageous,,listed_related,cet2016-p022-r34-c1,advantage,false,inherited_from_head_row
cet2016-p022-r35-c1,neea-cet-syllabus-2016,22,17,35,1,69.865,187.01,★advent,advent,,headword,cet2016-p022-r35-c1,advent,true,printed_head_star
cet2016-p022-r36-c1,neea-cet-syllabus-2016,22,17,36,1,81.412,172.84,adventure,adventure,,headword,cet2016-p022-r36-c1,adventure,false,printed_head_star
cet2016-p022-r36-c2,neea-cet-syllabus-2016,22,17,36,2,168.841,172.84,adventurer,adventurer,,listed_related,cet2016-p022-r36-c1,adventure,false,inherited_from_head_row
cet2016-p022-r36-c3,neea-cet-syllabus-2016,22,17,36,3,251.03,172.84,adventurous,adventurous,,listed_related,cet2016-p022-r36-c1,adventure,false,inherited_from_head_row
cet2016-p022-r37-c1,neea-cet-syllabus-2016,22,17,37,1,81.412,158.67,adverb,adverb,,headword,cet2016-p022-r37-c1,adverb,false,printed_head_star
cet2016-p022-r38-c1,neea-cet-syllabus-2016,22,17,38,1,69.865,144.5,★adversary,adversary,,headword,cet2016-p022-r38-c1,adversary,true,printed_head_star
cet2016-p022-r39-c1,neea-cet-syllabus-2016,22,17,39,1,69.865,130.33,★adverse,adverse,,headword,cet2016-p022-r39-c1,adverse,true,printed_head_star
cet2016-p022-r39-c2,neea-cet-syllabus-2016,22,17,39,2,168.841,130.33,adversity,adversity,,listed_related,cet2016-p022-r39-c1,adverse,true,inherited_from_head_row
cet2016-p022-r40-c1,neea-cet-syllabus-2016,22,17,40,1,81.412,116.16,advertise,advertise,,headword,cet2016-p022-r40-c1,advertise,false,printed_head_star
cet2016-p022-r40-c2,neea-cet-syllabus-2016,22,17,40,2,168.841,116.16,advertisement/ad,advertisement/ad,,listed_related,cet2016-p022-r40-c1,advertise,false,inherited_from_head_row
cet2016-p022-r40-c3,neea-cet-syllabus-2016,22,17,40,3,251.03,116.16,advertising,advertising,,listed_related,cet2016-p022-r40-c1,advertise,false,inherited_from_head_row
cet2016-p022-r41-c1,neea-cet-syllabus-2016,22,17,41,1,81.412,101.99,advice,advice,,headword,cet2016-p022-r41-c1,advice,false,printed_head_star
cet2016-p022-r42-c1,neea-cet-syllabus-2016,22,17,42,1,81.412,87.82,advise,advise,,headword,cet2016-p022-r42-c1,advise,false,printed_head_star
cet2016-p022-r42-c2,neea-cet-syllabus-2016,22,17,42,2,168.841,87.82,advisor/Ｇer,advisor/-er,,listed_related,cet2016-p022-r42-c1,advise,false,inherited_from_head_row
cet2016-p022-r42-c3,neea-cet-syllabus-2016,22,17,42,3,251.03,87.82,advisory,advisory,,listed_related,cet2016-p022-r42-c1,advise,false,inherited_from_head_row
cet2016-p022-r42-c4,neea-cet-syllabus-2016,22,17,42,4,333.218,87.82,advisable,advisable,,listed_related,cet2016-p022-r42-c1,advise,false,inherited_from_head_row
cet2016-p023-r01-c1,neea-cet-syllabus-2016,23,18,1,1,81.173,668.79,advocate,advocate,,headword,cet2016-p023-r01-c1,advocate,false,printed_head_star
cet2016-p023-r01-c2,neea-cet-syllabus-2016,23,18,1,2,168.602,668.79,advocacy,advocacy,,listed_related,cet2016-p023-r01-c1,advocate,false,inherited_from_head_row
cet2016-p023-r02-c1,neea-cet-syllabus-2016,23,18,2,1,81.173,654.62,aerial,aerial,,headword,cet2016-p023-r02-c1,aerial,false,printed_head_star
cet2016-p023-r03-c1,neea-cet-syllabus-2016,23,18,3,1,69.626,640.45,★aesthetic,aesthetic,,headword,cet2016-p023-r03-c1,aesthetic,true,printed_head_star
cet2016-p023-r03-c2,neea-cet-syllabus-2016,23,18,3,2,168.602,640.45,aesthetics,aesthetics,,listed_related,cet2016-p023-r03-c1,aesthetic,true,inherited_from_head_row
cet2016-p023-r04-c1,neea-cet-syllabus-2016,23,18,4,1,81.173,626.28,affair,affair,,headword,cet2016-p023-r04-c1,affair,false,printed_head_star
cet2016-p023-r05-c1,neea-cet-syllabus-2016,23,18,5,1,81.173,612.11,affect,affect,,headword,cet2016-p023-r05-c1,affect,false,printed_head_star
cet2016-p023-r06-c1,neea-cet-syllabus-2016,23,18,6,1,81.173,597.94,affection,affection,,headword,cet2016-p023-r06-c1,affection,false,printed_head_star
cet2016-p023-r06-c2,neea-cet-syllabus-2016,23,18,6,2,168.602,597.94,affectionate,affectionate,,listed_related,cet2016-p023-r06-c1,affection,false,inherited_from_head_row
cet2016-p023-r07-c1,neea-cet-syllabus-2016,23,18,7,1,69.626,583.77,★affiliate,affiliate,,headword,cet2016-p023-r07-c1,affiliate,true,printed_head_star
