source_entry_id,source_id,pdf_page,printed_page,row,column,x,baseline_y,raw_text,normalized_text,homograph_number,entry_role,head_entry_id,head_text,head_is_cet6,level_basis
cet2016-p033-r36-c1,neea-cet-syllabus-2016,33,28,36,1,81.367,172.84,bleed,bleed,,headword,cet2016-p033-r36-c1,bleed,false,printed_head_star
cet2016-p033-r37-c1,neea-cet-syllabus-2016,33,28,37,1,81.367,158.67,blend,blend,,headword,cet2016-p033-r37-c1,blend,false,printed_head_star
cet2016-p033-r38-c1,neea-cet-syllabus-2016,33,28,38,1,81.367,144.5,bless,bless,,headword,cet2016-p033-r38-c1,bless,false,printed_head_star
cet2016-p033-r38-c2,neea-cet-syllabus-2016,33,28,38,2,168.796,144.5,blessing,blessing,,listed_related,cet2016-p033-r38-c1,bless,false,inherited_from_head_row
cet2016-p033-r39-c1,neea-cet-syllabus-2016,33,28,39,1,81.367,130.33,blind,blind,,headword,cet2016-p033-r39-c1,blind,false,printed_head_star
cet2016-p033-r40-c1,neea-cet-syllabus-2016,33,28,40,1,69.626,116.16,★blink,blink,,headword,cet2016-p033-r40-c1,blink,true,printed_head_star
cet2016-p033-r41-c1,neea-cet-syllabus-2016,33,28,41,1,69.626,101.99,★bloc,bloc,,headword,cet2016-p033-r41-c1,bloc,true,printed_head_star
cet2016-p033-r42-c1,neea-cet-syllabus-2016,33,28,42,1,81.367,87.82,block,block,,headword,cet2016-p033-r42-c1,block,false,printed_head_star
cet2016-p034-r01-c1,neea-cet-syllabus-2016,34,29,1,1,81.606,668.79,blog,blog,,headword,cet2016-p034-r01-c1,blog,false,printed_head_star
cet2016-p034-r02-c1,neea-cet-syllabus-2016,34,29,2,1,81.606,654.62,blond(e),blond(e),,headword,cet2016-p034-r02-c1,blond(e),false,printed_head_star
cet2016-p034-r03-c1,neea-cet-syllabus-2016,34,29,3,1,81.606,640.45,blood,blood,,headword,cet2016-p034-r03-c1,blood,false,printed_head_star
cet2016-p034-r03-c2,neea-cet-syllabus-2016,34,29,3,2,169.035,640.45,bloody,bloody,,listed_related,cet2016-p034-r03-c1,blood,false,inherited_from_head_row
cet2016-p034-r04-c1,neea-cet-syllabus-2016,34,29,4,1,81.606,626.28,bloom,bloom,,headword,cet2016-p034-r04-c1,bloom,false,printed_head_star
cet2016-p034-r05-c1,neea-cet-syllabus-2016,34,29,5,1,81.606,612.11,blossom,blossom,,headword,cet2016-p034-r05-c1,blossom,false,printed_head_star
cet2016-p034-r06-c1,neea-cet-syllabus-2016,34,29,6,1,81.606,597.94,blouse,blouse,,headword,cet2016-p034-r06-c1,blouse,false,printed_head_star
cet2016-p034-r07-c1,neea-cet-syllabus-2016,34,29,7,1,81.606,583.77,blow,blow,,headword,cet2016-p034-r07-c1,blow,false,printed_head_star
cet2016-p034-r08-c1,neea-cet-syllabus-2016,34,29,8,1,81.606,569.6,blue,blue,,headword,cet2016-p034-r08-c1,blue,false,printed_head_star
cet2016-p034-r09-c1,neea-cet-syllabus-2016,34,29,9,1,81.606,555.43,blueprint,blueprint,,headword,cet2016-p034-r09-c1,blueprint,false,printed_head_star
cet2016-p034-r10-c1,neea-cet-syllabus-2016,34,29,10,1,69.865,541.26,★bluff,bluff,,headword,cet2016-p034-r10-c1,bluff,true,printed_head_star
cet2016-p034-r11-c1,neea-cet-syllabus-2016,34,29,11,1,69.865,527.09,★blunder,blunder,,headword,cet2016-p034-r11-c1,blunder,true,printed_head_star
cet2016-p034-r12-c1,neea-cet-syllabus-2016,34,29,12,1,69.865,512.92,★blunt,blunt,,headword,cet2016-p034-r12-c1,blunt,true,printed_head_star
cet2016-p034-r13-c1,neea-cet-syllabus-2016,34,29,13,1,81.606,498.75,blur,blur,,headword,cet2016-p034-r13-c1,blur,false,printed_head_star
cet2016-p034-r14-c1,neea-cet-syllabus-2016,34,29,14,1,69.865,484.58,★blush,blush,,headword,cet2016-p034-r14-c1,blush,true,printed_head_star
cet2016-p034-r15-c1,neea-cet-syllabus-2016,34,29,15,1,81.606,470.41,board,board,,headword,cet2016-p034-r15-c1,board,false,printed_head_star
cet2016-p034-r16-c1,neea-cet-syllabus-2016,34,29,16,1,81.606,456.24,boast,boast,,headword,cet2016-p034-r16-c1,boast,false,printed_head_star
cet2016-p034-r16-c2,neea-cet-syllabus-2016,34,29,16,2,169.035,456.24,boastful,boastful,,listed_related,cet2016-p034-r16-c1,boast,false,inherited_from_head_row
cet2016-p034-r17-c1,neea-cet-syllabus-2016,34,29,17,1,81.606,442.07,boat,boat,,headword,cet2016-p034-r17-c1,boat,false,printed_head_star
cet2016-p034-r18-c1,neea-cet-syllabus-2016,34,29,18,1,81.606,427.9,body,body,,headword,cet2016-p034-r18-c1,body,false,printed_head_star
cet2016-p034-r18-c2,neea-cet-syllabus-2016,34,29,18,2,169.035,427.9,bodily,bodily,,listed_related,cet2016-p034-r18-c1,body,false,inherited_from_head_row
cet2016-p034-r19-c1,neea-cet-syllabus-2016,34,29,19,1,81.606,413.73,boil,boil,,headword,cet2016-p034-r19-c1,boil,false,printed_head_star
cet2016-p034-r19-c2,neea-cet-syllabus-2016,34,29,19,2,169.035,413.73,boiler,boiler,,listed_related,cet2016-p034-r19-c1,boil,false,inherited_from_head_row
cet2016-p034-r20-c1,neea-cet-syllabus-2016,34,29,20,1,81.606,399.56,bold,bold,,headword,cet2016-p034-r20-c1,bold,false,printed_head_star
cet2016-p034-r21-c1,neea-cet-syllabus-2016,34,29,21,1,69.865,385.39,★bolster,bolster,,headword,cet2016-p034-r21-c1,bolster,true,printed_head_star
cet2016-p034-r22-c1,neea-cet-syllabus-2016,34,29,22,1,81.606,371.22,bolt,bolt,,headword,cet2016-p034-r22-c1,bolt,false,printed_head_star
cet2016-p034-r23-c1,neea-cet-syllabus-2016,34,29,23,1,81.606,357.05,bomb,bomb,,headword,cet2016-p034-r23-c1,bomb,false,printed_head_star
cet2016-p034-r24-c1,neea-cet-syllabus-2016,34,29,24,1,81.606,342.88,bond,bond,,headword,cet2016-p034-r24-c1,bond,false,printed_head_star
cet2016-p034-r24-c2,neea-cet-syllabus-2016,34,29,24,2,169.035,342.88,bondage,bondage,,listed_related,cet2016-p034-r24-c1,bond,false,inherited_from_head_row
cet2016-p034-r25-c1,neea-cet-syllabus-2016,34,29,25,1,81.606,328.71,bone,bone,,headword,cet2016-p034-r25-c1,bone,false,printed_head_star
cet2016-p034-r25-c2,neea-cet-syllabus-2016,34,29,25,2,169.035,328.71,bony,bony,,listed_related,cet2016-p034-r25-c1,bone,false,inherited_from_head_row
cet2016-p034-r26-c1,neea-cet-syllabus-2016,34,29,26,1,81.606,314.54,bonus,bonus,,headword,cet2016-p034-r26-c1,bonus,false,printed_head_star
cet2016-p034-r27-c1,neea-cet-syllabus-2016,34,29,27,1,81.606,300.37,book,book,,headword,cet2016-p034-r27-c1,book,false,printed_head_star
cet2016-p034-r28-c1,neea-cet-syllabus-2016,34,29,28,1,81.606,286.2,boom,boom,,headword,cet2016-p034-r28-c1,boom,false,printed_head_star
cet2016-p034-r29-c1,neea-cet-syllabus-2016,34,29,29,1,81.606,272.03,boost,boost,,headword,cet2016-p034-r29-c1,boost,false,printed_head_star
cet2016-p034-r30-c1,neea-cet-syllabus-2016,34,29,30,1,81.606,257.86,boot,boot,,headword,cet2016-p034-r30-c1,boot,false,printed_head_star
cet2016-p034-r31-c1,neea-cet-syllabus-2016,34,29,31,1,81.606,243.69,booth,booth,,headword,cet2016-p034-r31-c1,booth,false,printed_head_star
cet2016-p034-r32-c1,neea-cet-syllabus-2016,34,29,32,1,81.606,229.52,border,border,,headword,cet2016-p034-r32-c1,border,false,printed_head_star
cet2016-p034-r33-c1,neea-cet-syllabus-2016,34,29,33,1,81.606,215.35,bore１,bore,1,headword,cet2016-p034-r33-c1,bore,false,printed_head_star
cet2016-p034-r33-c2,neea-cet-syllabus-2016,34,29,33,2,169.035,215.35,boring,boring,,listed_related,cet2016-p034-r33-c1,bore,false,inherited_from_head_row
cet2016-p034-r34-c1,neea-cet-syllabus-2016,34,29,34,1,81.606,201.18,bore２,bore,2,headword,cet2016-p034-r34-c1,bore,false,printed_head_star
cet2016-p034-r35-c1,neea-cet-syllabus-2016,34,29,35,1,81.606,187.01,born,born,,headword,cet2016-p034-r35-c1,born,false,printed_head_star
cet2016-p034-r36-c1,neea-cet-syllabus-2016,34,29,36,1,81.606,172.84,borrow,borrow,,headword,cet2016-p034-r36-c1,borrow,false,printed_head_star
cet2016-p034-r37-c1,neea-cet-syllabus-2016,34,29,37,1,81.606,158.67,boss,boss,,headword,cet2016-p034-r37-c1,boss,false,printed_head_star
cet2016-p034-r38-c1,neea-cet-syllabus-2016,34,29,38,1,69.865,144.5,★botany,botany,,headword,cet2016-p034-r38-c1,botany,true,printed_head_star
cet2016-p034-r38-c2,neea-cet-syllabus-2016,34,29,38,2,169.035,144.5,botanical,botanical,,listed_related,cet2016-p034-r38-c1,botany,true,inherited_from_head_row
cet2016-p034-r39-c1,neea-cet-syllabus-2016,34,29,39,1,81.606,130.33,both,both,,headword,cet2016-p034-r39-c1,both,false,printed_head_star
cet2016-p034-r40-c1,neea-cet-syllabus-2016,34,29,40,1,81.606,116.16,bother,bother,,headword,cet2016-p034-r40-c1,bother,false,printed_head_star
cet2016-p034-r41-c1,neea-cet-syllabus-2016,34,29,41,1,81.606,101.99,bottle,bottle,,headword,cet2016-p034-r41-c1,bottle,false,printed_head_star
cet2016-p034-r42-c1,neea-cet-syllabus-2016,34,29,42,1,81.606,87.82,bottom,bottom,,headword,cet2016-p034-r42-c1,bottom,false,printed_head_star
cet2016-p035-r01-c1,neea-cet-syllabus-2016,35,30,1,1,81.367,668.79,bounce,bounce,,headword,cet2016-p035-r01-c1,bounce,false,printed_head_star
cet2016-p035-r02-c1,neea-cet-syllabus-2016,35,30,2,1,81.367,654.62,bound１,bound,1,headword,cet2016-p035-r02-c1,bound,false,printed_head_star
cet2016-p035-r03-c1,neea-cet-syllabus-2016,35,30,3,1,81.367,640.45,bound２,bound,2,headword,cet2016-p035-r03-c1,bound,false,printed_head_star
cet2016-p035-r04-c1,neea-cet-syllabus-2016,35,30,4,1,81.367,626.28,bound３,bound,3,headword,cet2016-p035-r04-c1,bound,false,printed_head_star
cet2016-p035-r05-c1,neea-cet-syllabus-2016,35,30,5,1,81.367,612.11,boundary,boundary,,headword,cet2016-p035-r05-c1,boundary,false,printed_head_star
cet2016-p035-r06-c1,neea-cet-syllabus-2016,35,30,6,1,69.626,597.94,★bouquet,bouquet,,headword,cet2016-p035-r06-c1,bouquet,true,printed_head_star
cet2016-p035-r07-c1,neea-cet-syllabus-2016,35,30,7,1,69.626,583.77,★bout,bout,,headword,cet2016-p035-r07-c1,bout,true,printed_head_star
cet2016-p035-r08-c1,neea-cet-syllabus-2016,35,30,8,1,81.367,569.6,bow１,bow,1,headword,cet2016-p035-r08-c1,bow,false,printed_head_star
cet2016-p035-r09-c1,neea-cet-syllabus-2016,35,30,9,1,81.367,555.43,bow２,bow,2,headword,cet2016-p035-r09-c1,bow,false,printed_head_star
cet2016-p035-r10-c1,neea-cet-syllabus-2016,35,30,10,1,81.367,541.26,bowel,bowel,,headword,cet2016-p035-r10-c1,bowel,false,printed_head_star
cet2016-p035-r11-c1,neea-cet-syllabus-2016,35,30,11,1,81.367,527.09,bowl,bowl,,headword,cet2016-p035-r11-c1,bowl,false,printed_head_star
cet2016-p035-r12-c1,neea-cet-syllabus-2016,35,30,12,1,81.367,512.92,box１,box,1,headword,cet2016-p035-r12-c1,box,false,printed_head_star
cet2016-p035-r13-c1,neea-cet-syllabus-2016,35,30,13,1,81.367,498.75,box２,box,2,headword,cet2016-p035-r13-c1,box,false,printed_head_star
cet2016-p035-r14-c1,neea-cet-syllabus-2016,35,30,14,1,81.367,484.58,boxing,boxing,,headword,cet2016-p035-r14-c1,boxing,false,printed_head_star
cet2016-p035-r15-c1,neea-cet-syllabus-2016,35,30,15,1,81.367,470.41,boy,boy,,headword,cet2016-p035-r15-c1,boy,false,printed_head_star
cet2016-p035-r16-c1,neea-cet-syllabus-2016,35,30,16,1,69.626,456.24,★boycott,boycott,,headword,cet2016-p035-r16-c1,boycott,true,printed_head_star
cet2016-p035-r17-c1,neea-cet-syllabus-2016,35,30,17,1,69.626,442.07,★brace,brace,,headword,cet2016-p035-r17-c1,brace,true,printed_head_star
cet2016-p035-r18-c1,neea-cet-syllabus-2016,35,30,18,1,81.367,427.9,bracket,bracket,,headword,cet2016-p035-r18-c1,bracket,false,printed_head_star
cet2016-p035-r19-c1,neea-cet-syllabus-2016,35,30,19,1,81.367,413.73,brag,brag,,headword,cet2016-p035-r19-c1,brag,false,printed_head_star
cet2016-p035-r20-c1,neea-cet-syllabus-2016,35,30,20,1,81.367,399.56,brain,brain,,headword,cet2016-p035-r20-c1,brain,false,printed_head_star
cet2016-p035-r21-c1,neea-cet-syllabus-2016,35,30,21,1,81.367,385.39,brake,brake,,headword,cet2016-p035-r21-c1,brake,false,printed_head_star
cet2016-p035-r22-c1,neea-cet-syllabus-2016,35,30,22,1,81.367,371.22,branch,branch,,headword,cet2016-p035-r22-c1,branch,false,printed_head_star
cet2016-p035-r23-c1,neea-cet-syllabus-2016,35,30,23,1,81.367,357.05,brand,brand,,headword,cet2016-p035-r23-c1,brand,false,printed_head_star
cet2016-p035-r24-c1,neea-cet-syllabus-2016,35,30,24,1,81.367,342.88,brandＧnew,brand-new,,headword,cet2016-p035-r24-c1,brand-new,false,printed_head_star
cet2016-p035-r25-c1,neea-cet-syllabus-2016,35,30,25,1,81.367,328.71,brandy,brandy,,headword,cet2016-p035-r25-c1,brandy,false,printed_head_star
cet2016-p035-r26-c1,neea-cet-syllabus-2016,35,30,26,1,81.367,314.54,brass,brass,,headword,cet2016-p035-r26-c1,brass,false,printed_head_star
cet2016-p035-r27-c1,neea-cet-syllabus-2016,35,30,27,1,81.367,300.37,brave,brave,,headword,cet2016-p035-r27-c1,brave,false,printed_head_star
cet2016-p035-r27-c2,neea-cet-syllabus-2016,35,30,27,2,168.796,300.37,bravery,bravery,,listed_related,cet2016-p035-r27-c1,brave,false,inherited_from_head_row
cet2016-p035-r28-c1,neea-cet-syllabus-2016,35,30,28,1,69.626,286.2,★breach,breach,,headword,cet2016-p035-r28-c1,breach,true,printed_head_star
cet2016-p035-r29-c1,neea-cet-syllabus-2016,35,30,29,1,81.367,272.03,bread,bread,,headword,cet2016-p035-r29-c1,bread,false,printed_head_star
cet2016-p035-r30-c1,neea-cet-syllabus-2016,35,30,30,1,81.367,257.86,break,break,,headword,cet2016-p035-r30-c1,break,false,printed_head_star
cet2016-p035-r31-c1,neea-cet-syllabus-2016,35,30,31,1,81.367,243.69,breakdown,breakdown,,headword,cet2016-p035-r31-c1,breakdown,false,printed_head_star
cet2016-p035-r32-c1,neea-cet-syllabus-2016,35,30,32,1,81.367,229.52,breakfast,breakfast,,headword,cet2016-p035-r32-c1,breakfast,false,printed_head_star
cet2016-p035-r33-c1,neea-cet-syllabus-2016,35,30,33,1,81.367,215.35,breakthrough,breakthrough,,headword,cet2016-p035-r33-c1,breakthrough,false,printed_head_star
cet2016-p035-r34-c1,neea-cet-syllabus-2016,35,30,34,1,81.367,201.18,breast,breast,,headword,cet2016-p035-r34-c1,breast,false,printed_head_star
cet2016-p035-r35-c1,neea-cet-syllabus-2016,35,30,35,1,81.367,187.01,breath,breath,,headword,cet2016-p035-r35-c1,breath,false,printed_head_star
cet2016-p035-r36-c1,neea-cet-syllabus-2016,35,30,36,1,81.367,172.84,breathe,breathe,,headword,cet2016-p035-r36-c1,breathe,false,printed_head_star
cet2016-p035-r37-c1,neea-cet-syllabus-2016,35,30,37,1,81.367,158.67,breed,breed,,headword,cet2016-p035-r37-c1,breed,false,printed_head_star
cet2016-p035-r38-c1,neea-cet-syllabus-2016,35,30,38,1,81.367,144.5,breeze,breeze,,headword,cet2016-p035-r38-c1,breeze,false,printed_head_star
cet2016-p035-r39-c1,neea-cet-syllabus-2016,35,30,39,1,69.626,130.33,★brew,brew,,headword,cet2016-p035-r39-c1,brew,true,printed_head_star
cet2016-p035-r39-c2,neea-cet-syllabus-2016,35,30,39,2,168.796,130.33,brewery,brewery,,listed_related,cet2016-p035-r39-c1,brew,true,inherited_from_head_row
cet2016-p035-r40-c1,neea-cet-syllabus-2016,35,30,40,1,81.367,116.16,bribe,bribe,,headword,cet2016-p035-r40-c1,bribe,false,printed_head_star
cet2016-p035-r40-c2,neea-cet-syllabus-2016,35,30,40,2,168.796,116.16,bribery,bribery,,listed_related,cet2016-p035-r40-c1,bribe,false,inherited_from_head_row
cet2016-p035-r41-c1,neea-cet-syllabus-2016,35,30,41,1,81.367,101.99,brick,brick,,headword,cet2016-p035-r41-c1,brick,false,printed_head_star
cet2016-p035-r42-c1,neea-cet-syllabus-2016,35,30,42,1,81.367,87.82,bride,bride,,headword,cet2016-p035-r42-c1,bride,false,printed_head_star
cet2016-p036-r01-c1,neea-cet-syllabus-2016,36,31,1,1,81.606,668.79,bridegroom,bridegroom,,headword,cet2016-p036-r01-c1,bridegroom,false,printed_head_star
cet2016-p036-r02-c1,neea-cet-syllabus-2016,36,31,2,1,81.606,654.62,bridge,bridge,,headword,cet2016-p036-r02-c1,bridge,false,printed_head_star
cet2016-p036-r03-c1,neea-cet-syllabus-2016,36,31,3,1,81.606,640.45,brief,brief,,headword,cet2016-p036-r03-c1,brief,false,printed_head_star
cet2016-p036-r03-c2,neea-cet-syllabus-2016,36,31,3,2,169.035,640.45,briefing,briefing,,listed_related,cet2016-p036-r03-c1,brief,false,inherited_from_head_row
cet2016-p036-r04-c1,neea-cet-syllabus-2016,36,31,4,1,81.606,626.28,briefcase,briefcase,,headword,cet2016-p036-r04-c1,briefcase,false,printed_head_star
cet2016-p036-r05-c1,neea-cet-syllabus-2016,36,31,5,1,69.865,612.11,★brigade,brigade,,headword,cet2016-p036-r05-c1,brigade,true,printed_head_star
cet2016-p036-r06-c1,neea-cet-syllabus-2016,36,31,6,1,81.606,597.94,bright,bright,,headword,cet2016-p036-r06-c1,bright,false,printed_head_star
cet2016-p036-r06-c2,neea-cet-syllabus-2016,36,31,6,2,169.035,597.94,brighten,brighten,,listed_related,cet2016-p036-r06-c1,bright,false,inherited_from_head_row
cet2016-p036-r07-c1,neea-cet-syllabus-2016,36,31,7,1,81.606,583.77,brilliant,brilliant,,headword,cet2016-p036-r07-c1,brilliant,false,printed_head_star
cet2016-p036-r07-c2,neea-cet-syllabus-2016,36,31,7,2,169.035,583.77,brilliance,brilliance,,listed_related,cet2016-p036-r07-c1,brilliant,false,inherited_from_head_row
cet2016-p036-r08-c1,neea-cet-syllabus-2016,36,31,8,1,81.606,569.6,bring,bring,,headword,cet2016-p036-r08-c1,bring,false,printed_head_star
cet2016-p036-r09-c1,neea-cet-syllabus-2016,36,31,9,1,69.865,555.43,★brink,brink,,headword,cet2016-p036-r09-c1,brink,true,printed_head_star
cet2016-p036-r10-c1,neea-cet-syllabus-2016,36,31,10,1,69.865,541.26,★brisk,brisk,,headword,cet2016-p036-r10-c1,brisk,true,printed_head_star
cet2016-p036-r11-c1,neea-cet-syllabus-2016,36,31,11,1,81.606,527.09,broad,broad,,headword,cet2016-p036-r11-c1,broad,false,printed_head_star
cet2016-p036-r11-c2,neea-cet-syllabus-2016,36,31,11,2,169.035,527.09,broaden,broaden,,listed_related,cet2016-p036-r11-c1,broad,false,inherited_from_head_row
cet2016-p036-r11-c3,neea-cet-syllabus-2016,36,31,11,3,251.224,527.09,breadth,breadth,,listed_related,cet2016-p036-r11-c1,broad,false,inherited_from_head_row
cet2016-p036-r12-c1,neea-cet-syllabus-2016,36,31,12,1,81.606,512.92,broadcast,broadcast,,headword,cet2016-p036-r12-c1,broadcast,false,printed_head_star
cet2016-p036-r13-c1,neea-cet-syllabus-2016,36,31,13,1,81.606,498.75,brochure,brochure,,headword,cet2016-p036-r13-c1,brochure,false,printed_head_star
cet2016-p036-r14-c1,neea-cet-syllabus-2016,36,31,14,1,81.606,484.58,broke,broke,,headword,cet2016-p036-r14-c1,broke,false,printed_head_star
cet2016-p036-r15-c1,neea-cet-syllabus-2016,36,31,15,1,81.606,470.41,broker,broker,,headword,cet2016-p036-r15-c1,broker,false,printed_head_star
cet2016-p036-r16-c1,neea-cet-syllabus-2016,36,31,16,1,69.865,456.24,★bronze,bronze,,headword,cet2016-p036-r16-c1,bronze,true,printed_head_star
cet2016-p036-r17-c1,neea-cet-syllabus-2016,36,31,17,1,69.865,442.07,★brood,brood,,headword,cet2016-p036-r17-c1,brood,true,printed_head_star
cet2016-p036-r18-c1,neea-cet-syllabus-2016,36,31,18,1,81.606,427.9,broom,broom,,headword,cet2016-p036-r18-c1,broom,false,printed_head_star
cet2016-p036-r19-c1,neea-cet-syllabus-2016,36,31,19,1,81.606,413.73,brother,brother,,headword,cet2016-p036-r19-c1,brother,false,printed_head_star
cet2016-p036-r20-c1,neea-cet-syllabus-2016,36,31,20,1,81.606,399.56,brow,brow,,headword,cet2016-p036-r20-c1,brow,false,printed_head_star
cet2016-p036-r21-c1,neea-cet-syllabus-2016,36,31,21,1,81.606,385.39,brown,brown,,headword,cet2016-p036-r21-c1,brown,false,printed_head_star
cet2016-p036-r22-c1,neea-cet-syllabus-2016,36,31,22,1,81.606,371.22,browse,browse,,headword,cet2016-p036-r22-c1,browse,false,printed_head_star
cet2016-p036-r22-c2,neea-cet-syllabus-2016,36,31,22,2,169.035,371.22,browser,browser,,listed_related,cet2016-p036-r22-c1,browse,false,inherited_from_head_row
cet2016-p036-r23-c1,neea-cet-syllabus-2016,36,31,23,1,69.865,357.05,★bruise,bruise,,headword,cet2016-p036-r23-c1,bruise,true,printed_head_star
cet2016-p036-r24-c1,neea-cet-syllabus-2016,36,31,24,1,81.606,342.88,brunch,brunch,,headword,cet2016-p036-r24-c1,brunch,false,printed_head_star
cet2016-p036-r25-c1,neea-cet-syllabus-2016,36,31,25,1,81.606,328.71,brush,brush,,headword,cet2016-p036-r25-c1,brush,false,printed_head_star
cet2016-p036-r26-c1,neea-cet-syllabus-2016,36,31,26,1,81.606,314.54,brutal,brutal,,headword,cet2016-p036-r26-c1,brutal,false,printed_head_star
cet2016-p036-r26-c2,neea-cet-syllabus-2016,36,31,26,2,169.035,314.54,brutality,brutality,,listed_related,cet2016-p036-r26-c1,brutal,false,inherited_from_head_row
cet2016-p036-r27-c1,neea-cet-syllabus-2016,36,31,27,1,81.606,300.37,bubble,bubble,,headword,cet2016-p036-r27-c1,bubble,false,printed_head_star
cet2016-p036-r28-c1,neea-cet-syllabus-2016,36,31,28,1,81.606,286.2,buck,buck,,headword,cet2016-p036-r28-c1,buck,false,printed_head_star
cet2016-p036-r29-c1,neea-cet-syllabus-2016,36,31,29,1,81.606,272.03,bucket,bucket,,headword,cet2016-p036-r29-c1,bucket,false,printed_head_star
cet2016-p036-r30-c1,neea-cet-syllabus-2016,36,31,30,1,81.606,257.86,buckle,buckle,,headword,cet2016-p036-r30-c1,buckle,false,printed_head_star
cet2016-p036-r31-c1,neea-cet-syllabus-2016,36,31,31,1,81.606,243.69,bud,bud,,headword,cet2016-p036-r31-c1,bud,false,printed_head_star
cet2016-p036-r32-c1,neea-cet-syllabus-2016,36,31,32,1,81.606,229.52,buddy,buddy,,headword,cet2016-p036-r32-c1,buddy,false,printed_head_star
cet2016-p036-r33-c1,neea-cet-syllabus-2016,36,31,33,1,69.865,215.35,★Buddhism,Buddhism,,headword,cet2016-p036-r33-c1,Buddhism,true,printed_head_star
cet2016-p036-r33-c2,neea-cet-syllabus-2016,36,31,33,2,169.714,215.35,Buddhist,Buddhist,,listed_related,cet2016-p036-r33-c1,Buddhism,true,inherited_from_head_row
cet2016-p036-r34-c1,neea-cet-syllabus-2016,36,31,34,1,81.606,201.18,budget,budget,,headword,cet2016-p036-r34-c1,budget,false,printed_head_star
cet2016-p036-r34-c2,neea-cet-syllabus-2016,36,31,34,2,169.035,201.18,budgetary,budgetary,,listed_related,cet2016-p036-r34-c1,budget,false,inherited_from_head_row
cet2016-p036-r35-c1,neea-cet-syllabus-2016,36,31,35,1,69.865,187.01,★buffalo,buffalo,,headword,cet2016-p036-r35-c1,buffalo,true,printed_head_star
cet2016-p036-r36-c1,neea-cet-syllabus-2016,36,31,36,1,69.865,172.84,★buffer,buffer,,headword,cet2016-p036-r36-c1,buffer,true,printed_head_star
cet2016-p036-r37-c1,neea-cet-syllabus-2016,36,31,37,1,81.606,158.67,buffet,buffet,,headword,cet2016-p036-r37-c1,buffet,false,printed_head_star
cet2016-p036-r38-c1,neea-cet-syllabus-2016,36,31,38,1,81.606,144.5,bug,bug,,headword,cet2016-p036-r38-c1,bug,false,printed_head_star
cet2016-p036-r39-c1,neea-cet-syllabus-2016,36,31,39,1,81.606,130.33,build,build,,headword,cet2016-p036-r39-c1,build,false,printed_head_star
cet2016-p036-r39-c2,neea-cet-syllabus-2016,36,31,39,2,169.035,130.33,building,building,,listed_related,cet2016-p036-r39-c1,build,false,inherited_from_head_row
cet2016-p036-r40-c1,neea-cet-syllabus-2016,36,31,40,1,81.606,116.16,bulb,bulb,,headword,cet2016-p036-r40-c1,bulb,false,printed_head_star
cet2016-p036-r41-c1,neea-cet-syllabus-2016,36,31,41,1,81.606,101.99,bulk,bulk,,headword,cet2016-p036-r41-c1,bulk,false,printed_head_star
cet2016-p036-r41-c2,neea-cet-syllabus-2016,36,31,41,2,169.035,101.99,bulky,bulky,,listed_related,cet2016-p036-r41-c1,bulk,false,inherited_from_head_row
cet2016-p036-r42-c1,neea-cet-syllabus-2016,36,31,42,1,81.606,87.82,bull,bull,,headword,cet2016-p036-r42-c1,bull,false,printed_head_star
cet2016-p037-r01-c1,neea-cet-syllabus-2016,37,32,1,1,81.367,668.79,bullet,bullet,,headword,cet2016-p037-r01-c1,bullet,false,printed_head_star
cet2016-p037-r02-c1,neea-cet-syllabus-2016,37,32,2,1,81.367,654.62,bulletin,bulletin,,headword,cet2016-p037-r02-c1,bulletin,false,printed_head_star
cet2016-p037-r03-c1,neea-cet-syllabus-2016,37,32,3,1,81.367,640.45,bully,bully,,headword,cet2016-p037-r03-c1,bully,false,printed_head_star
cet2016-p037-r04-c1,neea-cet-syllabus-2016,37,32,4,1,81.367,626.28,bump,bump,,headword,cet2016-p037-r04-c1,bump,false,printed_head_star
cet2016-p037-r05-c1,neea-cet-syllabus-2016,37,32,5,1,81.367,612.11,bumper,bumper,,headword,cet2016-p037-r05-c1,bumper,false,printed_head_star
cet2016-p037-r06-c1,neea-cet-syllabus-2016,37,32,6,1,81.367,597.94,bunch,bunch,,headword,cet2016-p037-r06-c1,bunch,false,printed_head_star
cet2016-p037-r07-c1,neea-cet-syllabus-2016,37,32,7,1,81.367,583.77,bundle,bundle,,headword,cet2016-p037-r07-c1,bundle,false,printed_head_star
cet2016-p037-r08-c1,neea-cet-syllabus-2016,37,32,8,1,81.367,569.6,burden,burden,,headword,cet2016-p037-r08-c1,burden,false,printed_head_star
cet2016-p037-r09-c1,neea-cet-syllabus-2016,37,32,9,1,81.367,555.43,bureau,bureau,,headword,cet2016-p037-r09-c1,bureau,false,printed_head_star
cet2016-p037-r10-c1,neea-cet-syllabus-2016,37,32,10,1,69.626,541.26,★bureaucrat,bureaucrat,,headword,cet2016-p037-r10-c1,bureaucrat,true,printed_head_star
cet2016-p037-r10-c2,neea-cet-syllabus-2016,37,32,10,2,168.796,541.26,bureaucratic,bureaucratic,,listed_related,cet2016-p037-r10-c1,bureaucrat,true,inherited_from_head_row
cet2016-p037-r10-c3,neea-cet-syllabus-2016,37,32,10,3,250.985,541.26,bureaucracy,bureaucracy,,listed_related,cet2016-p037-r10-c1,bureaucrat,true,inherited_from_head_row
